book_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
1,0.07308139575867484,0.14013295159715985,7.855268030390673e-05,7.855267974364726e-05,0.0020514677744749607,7.855268043282786e-05,7.855267902821152e-05,0.26327540457478493,7.855268051445115e-05,0.18316182412339949,0.0389458749615563,7.855267902821152e-05,0.03074406148253237,0.003095894345921365,0.16825152714627656,0.0049614361095870795,0.026313938614751717,0.0015222008696470807,0.022276461582068596,0.04171424498011355
2,7.325350644951726e-05,0.14625488428594602,7.325350636929216e-05,7.325350590890092e-05,0.04440915897294008,7.325350656869838e-05,7.325350509861194e-05,0.30877329758565053,7.32535064004652e-05,0.023431407809511307,7.325350663432793e-05,7.325350509861194e-05,0.0073035799131607616,0.0883159103017904,0.25105829408725316,0.0035750136444006935,7.32535065517876e-05,0.021694153726773698,7.32535063593389e-05,0.1044517646111338
3,0.010430558506140209,0.08970615801310612,7.741989169590357e-05,0.04484510437281221,0.046914939895494424,7.741989190784406e-05,7.741989052364407e-05,0.16080512937109465,7.741989184938021e-05,0.06205548224552649,0.058490624515864974,7.741989052364407e-05,0.001473072075332594,7.741989192756044e-05,0.25450013997878945,0.0006415673828030836,0.05627181538618853,0.062230229903673745,0.0004081201166331819,0.1507625388881124
4,0.009609128783071255,0.012917885764262404,7.521322340303033e-05,7.521322299525272e-05,7.521322352429125e-05,0.016031896603713097,7.521322218032167e-05,0.25443248917183464,0.06391295977152842,0.01178579900409144,0.03290347434667718,7.521322218032167e-05,0.05787781991243796,0.03391525472539079,0.24779576122370767,0.0011702650336664234,0.07652383423162232,0.0005577907214785427,0.027058150483017126,0.15313142410921748
5,0.020421684435246903,0.01651745934196009,0.01195194374293959,5.447166049623002e-05,5.447166076674979e-05,0.043743575542673184,5.4471659843867006e-05,0.21594684029272568,0.003264322689962198,0.03115895986098317,0.07017250673791964,5.4471659843867006e-05,0.05143181926545506,0.03209100976912636,0.35730872338141145,0.020156455699068192,0.027870824662098406,0.0002422100316182179,5.4471660785943474e-05,0.09744930624507515
6,0.03590706804528579,0.006111167927506145,6.704363664648286e-05,6.704363606570441e-05,6.70436364199635e-05,0.04465664510289511,6.704363538479326e-05,0.26510539423184426,0.0008515589129733093,0.030403983747136955,0.039527943083759426,6.704363538479326e-05,0.13361842332659316,6.70436366924656e-05,0.3127502816684579,0.0018624500961520406,0.03604139852888469,0.03479282039787919,6.704363650892821e-05,0.05790155947752895
7,0.0013756342099796055,0.05903866261356486,0.059438391942327536,7.38183681467993e-05,7.381836854610216e-05,0.004444847650712793,7.381836739074584e-05,0.1438448934251669,0.0024565150092979546,7.381836874134469e-05,0.10311853529947053,7.381836739074584e-05,0.1512850485259529,0.02706916072121054,0.019601387504212305,0.00033466553591720915,7.381836888910815e-05,0.003124689833153579,0.023370051362302545,0.4010546061576259
