term_str,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
mid,0.05,0.050000000809644146,0.05,0.05,0.05,0.05,0.05,4.949894016800367,0.05,0.05000000022994196,0.10797759019978029,0.05,0.05000000044479328,2.3752484701838026,2.7668799202951466,0.050000000180954886,0.05,0.05000000042257678,0.05,0.05000000040520055
midair,0.05000000006055145,8.663608748652052,0.0500000021827873,1.0270922293476257,0.05000000059947446,4.257973810303736,0.05,6.642959002208177,0.05000000039066783,7.540525940046109,3.154636168708539,0.05,1.1885740117483636,0.06783642990123553,26.686121380368753,0.05000000291006728,2.238397129108622,5.482061801130486,3.473380846611936,17.226832495686157
middle,0.050000002558726296,0.35952182934337057,0.050000002349604104,0.05,2.0761557044503722,7.0655704095279495,0.05,28.33845221860088,4.625110935206482,6.843992173056189,10.831176050747008,0.05,10.363758362305392,4.427927521578914,33.65776358230644,0.6314306847959631,4.988118790595971,5.428183795461543,4.025828515513285,18.08700942156577
middle room,0.05,0.050000000393656194,0.05,0.05,0.05,2.657101612163309,0.05,3.5420028757674498,0.05000000241156399,0.050000000238821514,2.130714677552635,0.05,0.05000000044287882,0.050000002067579985,5.451407285884087,0.05000000053063393,0.05622409106504278,0.05,0.05,1.4625494514479367
midnight,3.267247471270827,7.285874188099517,0.05000000018080065,0.05,0.05,0.09279085293224454,0.05,7.0897395602866515,1.1166416462364726,0.6222148260341117,1.5919908012796269,0.05,1.5067224145807683,0.16962390004169314,16.51801085716273,0.05000000039892709,5.787591877444116,0.05,0.05,7.551551604015736
midst,1.051699954897835,0.05000080178752989,0.05,0.05,0.05,1.0591888310900737,0.05,3.355360330404113,0.05,1.7297478595176525,0.12791917881941556,0.05,7.273005251928102,0.05000000004758436,1.8916178781081923,0.6281285746242558,0.050000000655277065,0.3093989608728063,1.9310095386174324,11.192922838588238
mile,0.05,0.05000000102306512,0.05,0.05,0.05,0.05,0.05,5.364443794616028,1.5030266876596623,0.050000000557707716,1.5759095582955176,0.05,0.7664449878178771,0.05000000043127531,0.050000000145969024,0.05,0.05000000030481416,0.05,0.05,2.040174969120607
miles,0.05000000039993404,4.647769716956082,0.05,0.05,0.05,0.05000000064651791,0.05,11.376343274825539,2.519557851824626,0.09489392454035783,0.12685938465261826,0.05,5.903340202212987,0.05000000001883845,4.545225794013474,0.050000000195315586,0.05,0.08216001819241961,0.05,7.153849831484847
milk,0.05,0.05,0.05,0.05,0.05,0.05,0.05,3.3300623882301004,0.05,0.0500000012928292,0.05253599133035427,0.05,2.2529641252496764,0.050000000232217866,10.496644472656621,0.05,1.1177930208901858,0.05,0.05,0.05000000009446214
milk jug,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.263444544674327,0.05,0.05,0.05000000029661644,0.05,0.05,0.05000000047389774,5.836555454321283,0.05,0.05000000017178871,0.05,0.05,0.05000000004473274
mind,5.911133384806147,18.019060849886774,1.3162780536600713,1.0195570034516925,1.0758118738536107,6.422679648229385,0.05,80.87746340131444,6.319202723155021,20.028892320331096,28.61944819678634,0.05,48.862027001227155,10.045508388089095,114.8249520584582,0.06360038681388792,6.4546566766240225,5.839667300617106,0.050000000775305746,80.15006073188471
mind eye,0.0500000002679216,0.05,0.05,0.05,0.05,0.05,0.05,0.0538710072906119,0.05,0.05000000083912427,0.05000000002057933,0.05,3.0703408089841715,0.05,4.025753370581284,0.050000000250888514,0.05000000063814321,1.0500000000331502,0.05,0.050034811070747615
minds,0.050000002601373265,3.6831165277126643,0.05,0.05,0.05,0.05,0.05,6.343024899416734,0.05000000005052293,0.05000008404765107,0.06401240483735611,0.05,1.6116237850896407,1.150537156614854,10.789500771055065,0.05,2.9606289252575766,0.05000000054624945,0.05,0.7975554427311153
miniature,0.0500000001736775,0.05000000020378487,0.05,0.05,0.05,0.05,0.05,7.384970955814284,0.05,0.05000000017229475,0.20183407662839192,0.05,0.05000000041253224,0.050000000389312,0.8279435306198483,0.05,0.050000001441814684,0.05,0.05,4.785251434116351
minuscule,0.05000000124550904,0.05000000074717309,0.05,0.05,0.05,0.050000001042630506,0.05,0.8987243096002164,0.05000000131899312,0.050000026482400185,0.11593337332042544,0.05,2.7339317883375456,1.0499999978296524,4.06956382925193,0.24570262112398122,1.7995675238361015,0.0500000004588654,0.050000000071243854,1.4865765252898258
minute,1.4914000758385524,7.047928385301898,0.05000000003866277,0.05,0.18172853147644907,0.05000000004068825,0.05,29.372945109928764,2.280717865905411,6.402983181943117,6.201142178400795,0.05,6.165949509661865,3.798965451946712,31.891904675336505,0.05000000027366864,4.582363109137204,1.0650866884921746,0.050000000561595884,14.16688523568
minutes,3.881149541380023,18.49661476041323,0.050000000150156834,0.05,12.017404277596237,2.6723336528657944,0.05,76.54689014113868,7.97169032330214,12.721910362462912,10.561889059970063,0.05,7.5676146302204925,6.162542288297429,102.46610665666637,0.2764501489854662,7.142949220792815,3.7250634650441223,4.82698323082838,26.762408239850647
minutes silence,0.05000000061893563,0.05,0.050000000478823164,0.05,0.05,0.05,0.05,3.8267133306742265,0.05,0.05,0.4930519606946628,0.05,0.05000000077252152,0.05,0.5269423549663902,0.05,0.4771777216041015,0.05000000031135885,0.05,1.9261146298426848
minutes time,0.05000000071349498,0.050000000798930445,0.05,0.05,0.05,0.05,0.05,3.67006560910383,0.050000000437808854,0.050000000209419894,0.05,0.05,0.050000000324544595,0.05,0.05000000029517266,1.0391559106295956,0.05,0.05000000006370104,0.692482063756278,1.7982964136457562
miracle,0.05,0.05,0.05000000032336937,0.05,0.05,0.050000000068580706,0.05,0.050000437792109526,1.0500000000465022,0.05,0.05,0.05,3.2593412547156735,0.05000000040781857,6.840658305415431,0.05,0.050000000065344954,0.05,0.05,0.05000000114054449
mirror,2.1569240018102946,0.7635341686839129,0.7362561839679316,0.05,3.5063866348366357,0.05,0.05,65.3636792371353,0.050000000243718694,0.26682394978560026,10.056929685363723,0.05,3.101768236405229,0.050000000132366586,22.515967182592945,0.05000000016748014,3.2987496136268737,3.563081855603121,0.050000000004894636,10.269899249605084
misery,0.05,0.05000000009820064,0.05000000212296931,0.05,0.05,0.05,0.05,2.1979125881960018,0.05,2.9459208181065706,0.05027985119502209,0.05,1.7425232005686264,2.2294250676444456,2.6081709124755443,0.05000000024740128,0.05000000006289812,0.05000000025759744,0.05,2.5757675589897127
miss,0.05,0.05007132947255999,0.05,0.05,0.05,0.05,0.05,2.315715899126682,0.05000000115961822,0.0500000005650529,0.05,0.05,0.05000000045592506,0.05000000109514943,9.765917313326563,0.05000000051861717,0.05000000055465918,0.05046910155756888,1.0500000000695418,0.06782635207244983
mission,1.2224791072365935,0.05000000004144796,0.05000000147779275,0.05,0.05,1.0500000000295113,0.05,1.8262753361988486,0.05,0.05,0.05000000001006577,0.05,0.0500000015715741,0.05,8.734700743577717,0.05000000016080152,0.050000000557001045,0.05000000058839155,0.05,3.416544808514856
mist,0.050000000002693265,0.050000000204366325,3.965834755085385,3.05000000125312,4.413280787934789,0.05000861907511902,0.05,13.292246818871803,1.3179601277776722,2.5713197598672832,0.24425418413350491,0.05,4.808539302004063,0.7758164040945377,5.913970629228108,0.05000000006092739,3.0499999999907135,0.050000000003608644,0.05,4.196768610377811
mistake,4.307530539140034,2.1275430854677437,1.1160502594654622,0.05,0.05,0.050000000447110005,0.05,18.070832423000088,0.050000000205788965,3.350052693340317,6.5482050177789946,0.05,9.186423698305736,1.1862262083337722,17.672243754618602,0.050000020487216496,0.05000000057027748,1.363028655610458,0.05000000000663143,6.6218636431858595
mistaken,0.05,0.05,0.05,0.05,0.05,1.0499999997333653,0.05,3.0608164558336717,0.05,0.05000000017242015,1.0768777548258381,0.05,2.8610258127402552,1.0499999998579312,0.050000006734737916,0.05,1.20127996950076,1.0500000000558016,0.05,0.05000000050587712
mistakes,0.050000000062294936,0.05,0.05000000010671831,0.05,0.05,0.05000000040162935,0.05,3.3397924927011484,0.05,0.05000000017649648,0.05,0.05,8.35584797489908,0.05,2.1992476111578783,0.05,0.05,0.05,0.05,0.30511192046769076
mistletoe,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000788418555,0.05,0.05,0.05,0.05,2.1313698762309388,0.05000000022964356,4.892402018581664,0.05,0.050000000226980215,0.05,0.05,1.1262281039157085
mistress,0.05,0.05,0.05000000025153094,0.05,0.05,0.05,0.05,6.662142296109082,0.05,0.05000000124507687,1.6372204012847937,0.05,0.05000000032321843,0.05,5.849454653338627,0.05,0.05,0.05000000016356014,0.05,0.05118264725969351
misty,0.05,0.050000000505794936,0.05,0.05,0.05,0.05,0.05,4.832029329807663,0.05,0.05,0.05000001316769585,0.05,0.050000000560056566,0.05,2.9274795341912756,0.05000000135995202,0.05,1.0500000000404468,0.05,1.3904911203366737
mixture,0.050000000541084846,2.5196577959151853,0.05000000016869395,0.05,0.05,1.3035653068463084,0.05,4.57685644110076,0.05,0.05000000129571825,4.970632793238452,0.05,4.691910915008694,0.08005778286278441,6.5262974285218585,0.05,0.050000000132515765,0.050000000051670435,0.050000000009670614,3.7310215342706377
moan,1.8186744336006524,0.19051960115900152,0.05,0.05,0.05,1.1026960925137708,0.05,3.1322281884576464,0.05,1.885148397479701,1.5220638959816863,0.05,0.05000000011443321,0.050000000091531445,0.050000000520090314,0.0500000003216044,1.036184288901686,0.05000000007725844,0.05000000002462151,3.7124851007266937
mock,0.05,1.0769831115522601,0.05,0.05,0.05,0.05,0.05,1.2866898629220056,0.05,0.05,0.05,0.05,0.050000000434237885,0.05,5.786327024475162,0.05000000037354979,0.05,1.0500000000273226,0.05,0.05000000019350893
model,0.050000000085892074,1.206821375456351,0.05,0.05,0.9821920657894265,0.05,0.05,2.1023165448425716,0.050000001029166394,3.487478853717248,0.054178681832980975,0.05,0.13521900361562428,1.4947682190060005,6.544046164795247,0.05,0.05000000088404697,0.2565555090875629,0.05,2.23642357982231
moleskin,0.05000000020863479,2.1472577710912946,0.05,0.05,0.05,0.05,0.05,1.3602684919891401,0.05000000080068645,3.30282446922437,0.05,0.05,0.05000000015145292,0.05,0.4747384586288939,0.05,0.05000000146534501,0.9649108059897803,0.05,0.050000000421874476
mom,3.050000000040607,0.05000000085526455,0.05,0.05,2.049999998465024,0.05,0.05,0.050000000618300185,0.05,0.05,0.05000000002408103,0.05,0.05,0.05,0.050000000318201655,0.05,0.05,0.05,2.0499999996696414,0.05
moment,11.088152762629855,33.14097825448966,8.282752642755858,5.009725369545839,8.273607731853401,40.775299786754935,0.05,196.9770665607318,1.1860056704419095,21.857190916907555,64.85533564438113,0.05,72.21560657540813,15.573639736593316,221.0447607545218,0.050000010994607505,29.74387200467876,15.068936676561515,12.447627830991868,147.30944106972217
moment door,0.050000000052093055,0.05000000074262165,0.05000000053054358,0.05,0.05,1.0500000000240939,0.05,11.61843877725974,0.050000000059351284,0.05000000016184451,1.7094354285814284,0.05,1.4277297802981075,0.05000000006405623,0.4343081438639231,0.05,0.05,0.05,0.05,0.06008786833512952
moment eyes,0.05,0.05,0.05,0.05,2.0311279341380333,0.05,0.05,1.0539769788705473,0.05,0.5965115590702146,0.05000000004411458,0.05,0.05000000013645529,0.05,2.518383527805963,0.05,0.05,0.05,0.05,1.0499999998994112
moment head,0.05000000001550068,0.4447441327986913,0.05,0.05,0.05,0.05,0.05,2.0229403290203773,0.05,0.050000002011478716,0.05,0.05,0.752675732552711,0.05,3.9796398010481515,0.05,0.05,0.05000000012110547,1.0499999999738632,0.05000000241446991
moment man,1.0500000000298768,0.050000000126527944,0.05,1.0500000002083953,0.05,1.0500000000228884,0.05,1.9073570440514898,0.05,0.05,0.060837314719408564,0.05,0.05000000065796413,0.05,0.050000000097171676,0.05,0.05,0.05000000127371399,1.0405634858195574,1.1912421529651382
moment people,0.05,0.05,1.0466655876845994,0.05,0.05,1.5772408157487536,0.05,1.2618715807728083,0.0500000014077364,0.05000000090002816,1.0499851360798769,0.05,0.7377502667782795,0.05,0.05104409607859295,0.05000000108736358,1.4003104183746988,0.05,0.05,1.275132095038633
moment room,0.050000000313081085,1.8983340287850916,0.05,0.05,0.05,0.05,0.05,0.05000000016452984,0.05,0.050000001005092866,2.875896658498438,0.05,0.05000000009560888,0.05,3.5017572159276993,0.05000000029317699,1.924011694760735,0.05,0.05,0.05000040013427865
moment silence,0.05,0.050000000375192984,0.05000000021947509,0.05,0.05,0.050000000878107,0.05,5.136336700447187,0.05,0.05000001311161025,0.05000264656032232,0.05,1.4648647577616956,0.05,6.958372660587705,0.05,0.05000000053265281,1.124237768288988,0.0500000000503371,1.5661854511526658
moment time,0.05,0.05,0.05,0.05,0.05,2.050000000120509,0.05,2.4321482353438344,0.05,0.05000000017242015,1.5652898082894473,0.05,0.050000003062215005,1.0499999998621248,0.8191191484790648,0.05000000195020444,0.05,0.05,0.05,1.383442802672652
moment voice,0.05000000002234178,0.05000000013287395,0.05,0.05,0.05,0.05000000077915446,0.05,4.34422334666245,0.05,0.050000002899246936,0.5321007146237687,0.05,0.14073022160409704,0.05,3.2352367889360267,0.05,2.5109943601756286,0.05000000077057665,0.05,2.536714563355832
moment wand,0.05,0.050000000011055624,0.05,0.05,0.05,0.05000000108504144,0.05,0.5583806165211798,0.05000000170766273,0.05,0.050000000203971044,0.05,0.05000000476830696,0.05,0.05000000109340694,0.05,0.050000001272497076,0.050000000208234856,0.05,9.541619373101668
moments,0.05000000246350461,1.2475789438398446,1.8981426679510962,0.05,0.0500000001068558,0.05000000593247268,0.05,24.147903976824512,0.050000000187415336,0.9071234651990057,7.966786412127132,0.05,10.990396626935386,2.329651626800903,15.837157283781785,0.050000000080389156,2.3176954600877373,0.05,1.6097595268816407,22.29780400076544
mon,0.05000000006397401,9.018163804049516,0.05000000012886035,0.05,2.0500000002001166,1.3421762120192848,0.05,10.211338301413441,2.3505630124062575,3.332007930824878,1.0415108984846133,0.05,0.45699660972712297,0.05000000028975651,8.8169636500893,3.701575206392017,1.3488021239429933,0.05000000030112583,1.3792175193143745,4.6006847303154945
money,0.05000000048910925,0.10396585437033479,0.05000000086739269,0.05,0.05000000013702652,0.05000000003656142,0.05,54.9823384352803,0.05000000022595931,0.05000000120397711,0.05000000162440698,0.05,0.050000000267109004,0.05000000013106243,3.0626828359192984,0.0500000008581058,4.051877126963223,0.2784815401096022,2.042114890859799,11.828539310630173
money bag,0.05,0.05,0.05,0.05,0.05,0.05,0.05,8.194037371286148,0.05,0.05,0.05000000023652592,0.05,0.050000000114178,0.05,0.05000900897839183,0.05,0.05000000012069083,0.06373318902334885,0.05,1.892220430223624
monocle,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,7.05000000013705,1.049999999848604,0.05,0.05,0.05,0.05,0.05
monster,1.0536080257250355,6.2530423025824975,0.05,0.05,0.05,0.05,0.05,1.4401662363647638,0.05000000001542836,0.1206389512399303,1.3196579093674707,0.05,0.05000000506081342,0.05,25.689465746668944,0.050000003239255825,0.9468584287456079,4.150690598315195,0.05,3.475871792644332
monsters,0.0500000001215782,4.447793377345843,0.05,0.05,0.05,0.05,0.05,0.5338831201258885,2.63540454192458,0.05000000086815141,0.050000000108590535,0.05,0.050000000037384036,0.05,4.081651566409964,0.8130080225407513,0.05000000052160573,1.2994751910811775,0.05,1.538784178888929
month,0.3257315060411364,2.1694217989131754,0.946586472100831,0.05,0.3520662369114644,1.0499999999825427,0.05,18.643010106177545,1.0708839907399244,0.050000000909643565,2.161943775132311,0.05,2.6939549324871783,0.09739603821993556,23.940589900509135,0.05000000509089743,8.353502991627868,0.05000336985712885,2.3827693812821806,6.512139493978947
months,2.1485091056227397,0.48322249071693063,3.410736983272243,0.05,0.6533401910433351,2.6879103426542086,0.05,15.753716024470513,0.05000028706672781,2.819913843649358,4.350602656140042,0.05,21.97614973962838,2.495277547804848,27.079036595655342,0.05000000325273606,4.276400459645976,0.050000000007150006,0.05,13.515183729334593
mood,1.3284301248493635,1.138361189273788,0.05000000006263929,0.05,0.050000000152897725,0.05,0.05,18.96562331824946,0.05000000013904155,0.30005249427319736,2.7150329891030465,0.05,1.0362456575085641,0.07628786910735003,37.409948671674584,0.050000002429621326,1.4144921230389522,0.05000000018687941,0.05000000000948001,0.1155255599108061
moon,0.05000000014751502,1.2356404646799248,0.05000000025793952,0.05,0.05,1.6913569447476773,0.05,19.866474431467495,1.200364257049938,2.6382172341136094,0.10857881317323351,0.05,4.492539359533339,1.1762828371243883,24.27759498249391,0.05000000318175428,1.188898638998069,0.05000000053643106,0.05000000207161097,12.674052030387502
moon spectacles,0.05000000007835809,0.050000000188738035,0.050000000630917425,0.05,0.05,0.7326418391943817,0.05,8.195756614764644,0.05000000074835483,0.05,0.050000000056377274,0.05,3.604002848035162,1.327128970925446,3.5102816318876346,0.0500000004436116,0.05000000073673436,0.05,0.05,1.9301880922778267
moonlight,0.050000000093265856,4.038342656852307,0.050056941453535876,1.0500000003452352,0.9085090315200954,0.05000000077274574,0.05,4.190326838473711,0.050000000246611866,3.687357741550993,1.4304882923559865,0.05,0.18174995551305434,0.05000000010656067,8.86787132852661,0.050000000578536,0.05000000024291744,0.05000000000508391,0.050000000020195105,3.09529721130486
moons,0.05000000128617543,0.05,0.05,0.05,0.05,0.05,0.05,4.051328297066594,0.05,1.4030429015414974,0.5402393033683157,0.05,0.05000000017241633,0.05000007056821246,1.1578055886207708,0.050000000522689374,0.05000000051090186,0.05000000011483008,0.05,0.09758383619224645
mornin,6.01840597276637,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000005319469,0.05,0.05,0.05000000039237151,0.05,0.05,0.05,1.0145508758104298,0.05,0.1170431509461182,0.05,0.05,0.05
morning,1.5303487001123444,1.6424322407590701,3.63614700096641,0.05,7.0555505266207295,0.6364508661380314,0.05,86.69760958551743,6.512296452017944,20.966101996323438,15.372911752600347,0.05,16.178461499114203,6.290378029427081,88.83071775322543,0.050037483720199546,4.8194535102881435,4.745294453358337,4.52534926301675,22.360458886759123
mother,7.318740658133884,14.911455975104579,23.349641030882722,1.0500000000850322,1.0881891056502804,4.722161408138189,0.05,107.74560672546144,0.05000000010717957,0.050000001540290086,17.76185436800011,0.05,30.916166579619432,9.503809070663007,41.24414066839382,0.050000000159167036,3.9071348645252466,0.05000000006734765,14.96116098258142,66.21993856085291
mother father,2.063692413606687,0.0500000002776485,1.0521518611953626,0.05,0.050000000533151207,0.0500000004547644,0.05,13.143730061127545,0.05000000019973995,0.050000000234409266,3.058187175398667,0.05,0.9604473441209522,1.0499999998490712,1.2297478439558418,0.05,0.05,0.05,0.05,8.842043299009996
mother house,0.05,0.05,1.0500000000819782,0.05,0.05,0.05,0.05,1.141153521431075,0.05,0.0500000046588677,0.05000000052224194,0.05,0.050000000826382084,0.05,3.021649507594137,0.05000000062855,0.987196963325636,0.05,0.05,0.05000000089629517
mother sister,0.05,0.05,0.050000001351046174,0.05,0.05,0.05,0.05,5.085079733557703,0.050000000336834896,0.05000000014085143,0.05,0.05,0.05000123951104291,1.0500000000242464,0.05594748081729714,0.05,0.05,0.05,0.05,2.008971544236274
motion,0.05,4.3873102689895696,0.05,0.05,0.05,1.8753627422101522,0.05,1.4767492897855035,0.05,0.05000000030015491,0.0500000002941931,0.05,1.2677525241570726,2.0896737806830377,1.2530312487532582,0.05,0.05000000025552584,0.05,0.050000000037504704,2.0001201444971994
motionless,0.08471390530833225,0.05000002320923001,0.05,2.048783866222761,2.050000000252733,1.394036162930904,0.05,3.46902918338019,0.050000000250785236,0.05000000007870148,0.060057720727287676,0.05,3.3518267818237,0.5197680820216983,6.021336288030345,0.05000000040922764,1.1363547383697294,0.45602277357301496,0.8578589152117403,6.200211558159203
motorbike,0.05,0.05000000094939131,0.05,0.05,0.05,0.05,0.05,0.07778104846633328,0.05,0.0500000002180431,0.8163236571187842,0.05,0.050000000068415144,0.05,0.05000000023223744,0.05,0.050000000867814004,0.050000127948801425,18.255894466729053,0.05000069739048265
motorcycle,0.05,0.05,0.05000000013990768,0.05,0.05,0.05,0.05,4.058024914639353,0.05,0.05,0.05,0.05,6.041975084270509,0.05,0.050000000001471305,0.05,0.050000000633243266,0.05000000021196903,1.0499999998981882,0.05000000019112651
mound,0.050000000291608844,0.05,0.05,0.05,0.05,0.05,0.05,1.0909939988974067,0.05,0.050000000274419115,0.05,0.05,0.0500000000417398,0.05,0.05000070712938781,7.455652974104396,0.05,0.05,0.05,4.603352319240026
mountain,2.789432977431466,4.508893813965713,0.05,0.05,0.05,0.05,0.05,3.0076027291732736,0.05000000229168794,1.4850848726804535,4.889897433023959,0.05,1.078888800391249,1.0500000000119023,10.585981918167244,0.05000000051116145,0.05141721233487425,0.050000000070864935,0.050000095626066596,0.05280014428152706
mountains,4.958100869307488,2.288825592671827,0.05,0.05,0.050000000451958966,0.0500000007915361,0.05,3.7657443400430037,1.2503274243080393,2.0660626249957947,2.9569255999381476,0.05,2.8780486149987268,0.05000000083728401,4.95275894406279,0.050000000498204016,0.3332059325257008,0.050000000028378906,0.05000005391436496,0.05000000059287429
mouse,1.050000000049706,0.050000008262573246,0.05000000022110213,0.05,0.05,0.050000000189475556,0.05,7.439657118463376,0.05,0.05,0.0500000006135539,0.05,0.05000000023685729,0.05,0.05000000198215997,0.05,0.05,0.05000000014377345,0.05,2.6603428698025087
mouth,8.857138981796085,18.300783742161773,0.05000001646485289,1.995689462456356,1.891338793472645,17.07500334290294,0.05,43.24314359868998,13.77843132985369,7.578248898328785,31.83851514732582,0.05,27.545377030357898,5.1013162435986565,133.75335836323418,4.080418726525454,10.965664935278252,17.194456825652107,4.184570202703847,81.46654435916109
mouth eyes,0.05,0.050000000508197535,0.05,0.05,0.05,1.150943184222915,0.05,0.05000000056191422,0.05,0.05000000014433001,2.5253200052397933,0.05,0.824349698957791,1.0777146662133619,3.4932711719570313,0.05,0.05091380927783139,2.050000000179747,0.05,0.22748746269522147
mouth hand,1.281334770815862,0.05,0.05,0.05,0.05,0.05,0.05,0.050000498543872465,0.05000000102286276,0.05,0.05,0.05,0.05000006491271145,0.05,2.547991334810215,0.05,0.05,0.05000000010255998,0.05,4.32067332976642
mouth moment,1.1355567953262702,0.05000000377029709,0.05,0.05,0.050000000333829044,1.9047456891807322,0.05,1.4002766120744579,0.05,0.05000000065537623,0.05000049684080435,0.05,0.05000000012068123,0.05000000018621414,5.759420399953946,0.050000000154440255,0.05000000074326389,0.05000000036126901,0.05,0.050000000269043325
mouth shut,0.05,0.7519008231903205,0.05,0.05,0.05,0.05000000024891863,0.05,0.05470555678973219,0.0500000003878421,0.05,0.6582205194705627,0.05,0.05000000011173433,0.05,4.139996629450224,0.050000000849578986,0.05,0.05000000007167189,1.0500000000717815,1.6451764693264634
mouth voice,0.05,0.05000000118343175,0.05,0.05,0.05,0.05,0.05,0.050328546963549464,0.050000000000003327,0.050000000713148855,2.432512689870209,0.05,1.0478580183630084,0.05,3.56688500040866,0.05000000117110708,0.05,0.05,0.05,2.1524157412895053
mouthful,0.05000000015449543,0.05000000134029755,0.05,0.05,0.05,0.05,0.05,7.609644094078875,0.050000000250214546,0.05000000280567325,0.06810254493867346,0.05,0.05,0.05,5.391741146694737,0.050000000206762145,1.049999996936953,0.05,0.05,0.13051221256350382
mouths,0.05,4.867223285462185,0.3775789398987358,0.05,0.05,1.0500000000195435,0.05,2.279460495682127,1.4107337089515846,0.05000000060130619,3.229128707397692,0.05,0.05000000013117482,0.05000000058418628,3.194084393873944,0.05,3.093342893524987,0.9256828957510649,1.0500000000532137,0.07276467803521436
movement,1.1542205455782215,6.182616830606254,0.05000000036247792,0.05,0.05,5.670600974089552,0.05,8.299927843229156,0.05000032678906476,1.4537463709597727,4.522368935173693,0.05,7.060135128435411,0.05000000001474348,17.891754204991695,1.748697927503872,0.050000000105297066,0.050000000207022346,0.05000000000469617,20.515930911916325
movements,0.050000000246426805,0.10393610436394013,1.0500000001022405,0.05,0.05,0.05000000041761403,0.05,3.281846258403405,1.0500000000505103,4.24508126770513,4.1120190270760055,0.05,1.5059457560476315,2.0475975011630445,1.637865909859982,0.05000000022525716,0.05000000032423706,1.0500000000487308,2.1007285318412348,4.414979642081506
moves,0.05,0.05,0.05,0.05,2.048072652895258,0.05,0.05,1.0519269436278258,0.05,2.215739600569005,0.050000000009721074,0.05,0.05,1.2655895045950871,0.050000420620680865,0.05,0.05,0.05,0.05,0.6686708776390816
mud,0.05,5.5650553765826976,0.05,0.05,5.415349651703832,0.05,0.05,0.9553498435053038,3.6516625159359957,0.050000000813931196,0.07784310489343217,0.05,0.054190900957036395,2.8648337915407005,1.413635954852829,0.05000000049922956,4.382245059503201,1.6412300443956722,0.2709109910555294,4.307692763721247
mudbloods,0.05,0.5673380160394913,0.4528788812257832,0.05,0.05,0.05,0.05,1.353010194407072,0.05,0.05,4.352842580891965,0.05,0.09226486818028484,0.8378778628440061,3.1527908699070206,0.05,0.050000001119267286,0.05,0.05,2.5909967253409047
mug,6.112863509012538,0.050000862306945136,0.05,0.05,0.050000000189002934,0.05,0.05,2.855704803046906,0.05,0.05000000020932582,0.05000000027267902,0.05,0.05,0.05,5.959250473818895,0.050000000455868505,0.7668886689746218,0.05000000064390874,0.05,1.5552916810405308
muggle,0.05,0.050000000066860936,0.050000000474148217,0.05,0.05,0.05,0.05,4.782316950564598,1.1229932417467068,0.05000000021231065,0.05,0.05,2.9418477196870314,0.05000000005165835,5.379222304071467,0.05000000025949904,0.05000000021779046,0.05,0.05,2.023619782619679
muggles,1.2267895819358996,2.702782950875836,2.293257563729954,0.05,0.05,0.05,0.05,22.366397294838606,0.05000000003304474,0.05000000069015523,1.3303581641107276,0.05,5.645483031090879,4.437650604743164,1.2157253278783033,0.05,1.2636859584481144,0.05003798413249052,0.05000000001212081,24.01783153744231
mugs,5.039894340432659,0.05000000002600987,0.05,0.05,0.05000000024026316,0.05,0.05,0.7592050501897185,0.05,0.050000000912375504,0.05000000034663338,0.05,0.05000000050141286,0.05,5.205726053576915,0.05000000032884459,0.6670431453386668,0.05000000026001214,0.05,1.5781314078156563
mum,3.7946135414082636,0.050000000512600236,1.1502172032673206,0.05,1.0500000000651575,0.05,0.05,17.174370848199022,0.050000000070982424,0.05000000012737768,0.050885470341784415,0.05,2.218153266300483,0.05000000013714597,9.962451732875321,0.0500000002332256,1.9126289979607112,0.05000000061970426,0.05000000001619585,10.136678937833604
mum dad,3.7085020014186703,0.0500000007408487,0.05000000029406885,0.05,0.05,0.05,0.05,7.426571031285392,0.050000000059329884,0.05,0.050000000304372495,0.05,4.0048357030061545,0.05,2.6180957713423876,0.05000000011020988,0.05,0.05000000967422419,0.05,4.491995481735466
murder,1.1310594627830872,0.050000014107546696,0.05000000013107952,0.05,0.05,0.050000002851542276,0.05,8.53154006878801,1.0500000000773226,0.05000000063561509,0.05931245579722549,0.05,11.041835222442172,0.05,9.165255696358024,0.05000904264911912,2.578355254765928,0.05,1.0593644405791374,10.833268338001371
murderer,0.18592137272291215,0.05000000008286845,1.699576893504805,0.05,0.05,0.05,0.05,7.018587873205234,0.050000000588251645,0.05000000039013851,1.904874617073503,0.05,0.05000000186019427,0.05,5.178880879349401,0.05,0.05177340864148545,0.05000000001989643,0.05,1.3103849525261828
murders,0.05000000028755805,0.05000000011439026,0.05,0.05,0.05,0.05,0.05,3.445878042728539,0.05,0.05,0.05003189648501544,0.05,0.05000000262980858,0.05,2.1499030250719433,0.05,3.0500000001213183,0.05,0.05,3.554187032528539
murmur,0.05,1.0499999999837928,0.05,0.05,1.0500000000766079,0.05,0.05,2.7120331036056986,0.05,4.688424361971713,0.9759167306291461,0.05,1.1278574919348232,0.05,3.7457683108920024,0.05000000051610761,1.0500000000063163,0.05,0.05,0.05000000034876066
