term_str,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
cackle,0.05,0.05,0.05,0.05,0.050000000315641044,1.6929882238561442,0.05,0.05000000006812725,0.05,0.05000000104950772,1.470961046613696,0.05,2.347094663996898,1.0906586368616344,3.648275838333003,0.05,0.05000000048601258,0.05000000034159328,0.05,0.050021588053551516
cage,0.0850468818785726,0.18830754256560528,0.05000000006796414,0.05,0.05,0.05000000006357814,0.05,53.17251447895396,0.05,0.05000000066074687,6.947928892052497,0.05,2.0869452018438848,5.050000000154924,1.4810058688681624,0.05000000001420057,0.05000000001927604,3.193059973820418,10.479867569546244,21.815323589459055
cages,0.05,0.05000000480854575,1.0404284961666075,0.05,0.05,0.05,0.05,2.25640883399069,0.05,0.05,0.05,0.05,1.0499999999669627,0.05,0.05,0.05,0.05,3.8531625763124016,0.05000008867970648,0.050000000050204205
cake,2.5053747136651325,0.17506175268543434,0.05000000024898082,0.05,0.050000000424550196,0.05,0.05,13.953546071773332,0.05000000003998951,0.05000000028702333,2.2186024104881588,0.05,0.050000000236931304,3.2482242423908745,8.142978794328467,0.05,0.05000000002121184,0.05000000002980094,0.05,0.10621201335405253
cakes,2.4604952371246047,5.409947674647895,0.05,0.05,0.05,0.05,0.05,5.007627951287216,0.050000000062719825,0.05000000179743835,0.9797959623199268,0.05,0.05000416655809268,0.5502225955958925,8.133169524323687,0.05000000023818554,0.6438626551776715,0.050000000016850094,1.5521612956501494,0.7127129351630251
calm,0.05,0.050000348677578424,0.05,0.05,1.0500000001091077,0.05,0.05,7.968318772294222,0.05000000286393507,0.05,1.0512821448196106,0.05,0.7557088082469469,0.05000000423419458,1.1422796120392666,0.050000000151119536,0.05053572032061867,1.0500000000623553,0.05,5.331874586138193
calmly,1.471048835046191,3.571820906003096,0.05,0.05,0.050000000077290496,2.991563872196654,0.05,22.787152953342307,0.05000000089131352,0.050000000512463345,5.653209824236734,0.05,7.46755649239632,2.510628985258676,7.6563418641554755,0.050000007683188165,1.594773833356767,1.09296748862482,1.0532564752676048,7.749678460913049
camera,0.05,6.7200463488178945,0.050000000194268014,0.05,3.0013817773576426,2.034839613805865,0.05,8.299808485358108,0.05,0.05000000080158913,0.05,0.05,0.05000000034950584,0.05000000007819957,0.19379543073655875,0.05,0.05,0.05000108192263106,0.05,0.050127260556372656
camp,1.5435877595275762,0.05,0.05,0.05,0.05,0.05000000008110541,0.05,1.983799968108996,0.05,0.05000000042520889,4.020222156854597,0.05,0.05,0.05000000069343872,1.6676631803163777,0.05,1.6385776963187604,0.05,0.05,2.4461492376409923
camp bed,0.05000000019814222,0.05,0.05,0.05,0.05,0.05,0.05,0.050000001285086686,0.05,0.05,3.842413303835869,0.05,0.05,0.05,1.9288860353869117,0.05,1.0500000000204495,0.05,0.05,2.378700659245378
campsite,0.05000000018225928,0.05,0.05,0.05,0.05,0.05,0.05,13.915759356097567,0.05000000005170971,0.05000000029875677,0.050000150905468235,0.05,0.05000000061392145,0.050000000938931505,0.05000282849885169,0.05,0.05,0.05000000001352676,0.05,11.184237662378825
candle,0.05000000031164258,0.05000002601519289,0.050000000210658604,0.05,0.05,0.050000003004210924,0.05,5.84887509086268,1.0500000000784298,0.05000000445217898,0.050089527456642136,0.05,1.502657510177963,0.05,3.8710244316255427,0.050000000291829945,0.05,0.050000000244697834,0.05,3.9773534052278663
candlelight,0.05,4.078706403369338,0.05,0.05,0.05,0.05000000175768755,0.05,0.7683029200285281,0.05,0.05,0.05000000083240569,0.05,0.05000000109640023,0.05000000010331164,12.211368808340595,0.05,0.05000000033556798,0.050000000369216105,0.05,1.141621863734103
candles,0.05,8.319915588472142,0.05,0.05,4.374933309829795,1.0170863972352542,0.05,4.7473002177732315,0.05,0.10303622666863582,0.05010585183244733,0.05,1.9993389194527196,3.15733865664884,12.728262179854454,0.05108422431437268,1.49753330119138,0.058803135373638814,0.050000000013098025,3.5452619913037298
canopy,0.050000000024112166,0.050000001761378365,0.05,0.05,1.0261328644108587,0.05,0.05,3.1187456010240613,0.05000000051675628,0.05245136950637493,2.096809232604276,0.05,2.7245572959997273,3.8131374316750097,0.050000002193982575,0.050000083818109844,0.05,0.05,0.05,1.5181661164063875
canvas,0.05,0.05,0.05,0.05,1.1967338302994857,0.05,0.05,5.565683817672436,0.050000000191155865,0.050000000421099686,0.05000000090899509,0.05,1.3327889717495465,1.1195517875820062,0.39947787058409373,0.05,2.834844700103254,0.0500000002920564,0.05,11.900919020166727
captain,0.05000000000580827,2.388980936163641,0.05,0.05,0.05000000119120988,0.05,0.05,0.7647402343522741,0.05,4.766954964302936,0.050000000014790776,0.05,1.36156326896442,0.050000000909720205,1.9677605901556645,0.05,0.05000000045031935,0.05,0.05000000345576551,0.050000000009074924
capture,0.05,0.17404215041112434,0.05000000054867922,0.05,0.05000000019821789,0.05,0.05,0.05897847964149012,0.05000000032156076,0.05000000427245434,1.2879671610795511,0.05,1.6513220163837465,0.05000000032108307,3.050532900045729,0.05,2.5614349660364457,0.05000001457625973,0.05,4.56572230612067
car,3.0840099706300603,28.255221313845098,0.9860085410955758,0.05,0.07066404857454921,0.05000000025014556,0.05,97.10203993946308,0.05,0.05000000000319386,6.971199403400885,0.05,0.05534722554508378,0.05,0.050000000103288526,0.05000000035342668,0.05000020535501166,0.05000000007196073,6.371626245743254,13.553883105543903
car crash,2.0500000000731244,0.5099258687512542,0.05,0.05,0.05,0.05,0.05,8.494948152962486,0.05,0.050000000021333854,0.05,0.05,0.05,0.05,0.050000001810281254,0.05,0.05,0.05,0.05,0.14512597636546704
card,0.05,1.3830498629255095,0.05000000037413353,0.05,0.05,0.05,0.05,9.882565529130913,0.05000000013581973,7.793580933652239,0.05000000012748871,0.05,0.6276066338220907,1.065484162756639,9.13983228431459,0.05000000004354467,0.1333594113993157,0.05,4.410769068663735,2.0137521126239193
cardboard,0.05,0.05,0.05,0.05,0.05,0.960928624343249,0.05,5.9301542855416445,0.05,0.05,0.05,0.05,0.050000000813014034,0.05,1.2549607848724347,0.05,0.05395630276940735,0.05,0.05,0.05000000163579531
cards,0.050000000270747254,4.6000594417321,0.05,0.05,0.05,0.05,0.05,11.798181545196298,0.05,0.05000791359515568,0.050000000164260074,0.05,1.838868261158764,0.05,9.6584793168795,0.0500000005204996,1.8314702811475518,0.05,0.5600297195847173,0.0629035197235343
care,3.4143300290331653,0.7872662172774857,2.1787893629828416,0.05,0.05,0.05000000015634659,0.05,27.11279874111916,2.5110181491740393,1.9856109577317513,11.3052964953528,0.05,9.31014533322031,0.05000000036188979,41.225153195710405,0.05000000048970077,6.449121200034215,0.23400816781698752,0.05,9.08646214950528
career,0.05000000003395349,0.05000000000876822,0.05000008255745308,0.05,0.05,0.05,0.05,7.406107475803428,0.05000000035729576,0.0500000006546283,0.7372211584362526,0.05,0.05000000017860834,0.05000000052108381,14.652277123460275,0.0500000001110853,0.05000000008721855,0.05000000001061118,0.05,1.4043941577492147
careers,0.05,0.05,0.05000000196182521,0.05,0.05,0.05,0.05,2.0499999979322756,0.05,0.05,0.12184614029530808,0.05,0.05,0.05,4.978153859698451,0.05,0.05,0.05,0.05,0.050000000088655586
caretaker,0.05,0.05000000057216244,0.05,0.05,0.864751736601473,0.05,0.05,1.7269848359271025,0.05000000076194793,0.43517183052151537,0.21777921121183652,0.05,0.05042069299920604,1.367595528615628,20.704653774175235,0.053024383682282086,1.3746033699751683,1.0909809619550532,0.05000000002744152,0.6640336729420084
carpet,0.05,1.7270734250466073,4.088688706187814,0.05,0.05,0.05000000008248853,0.05,8.449203442515886,0.05,0.05,2.934164564725666,0.05,1.7555852030891714,4.715985290081641,0.05556084477540156,0.050000000042937406,0.050000000552406124,0.0500000000624896,0.05,9.673738522808254
carriage,0.050000000306454094,5.47442199781239,1.9206727259901144,0.05,0.05,0.05000000138736835,0.05,27.789759072077903,0.050000000314501525,0.05000000003774237,0.050000000016842676,0.05,0.05000000084686774,0.05000000003889212,18.12292945805145,0.0500000005818327,5.942216742399594,0.05000000004974124,0.05,0.05000000006480537
carriages,0.05,0.05000000120570146,0.9633623515808524,0.05,0.05,0.05,0.05,14.90998159198115,0.05,0.05000000015526518,0.05000000008615746,0.05,0.05,0.05,5.042832481008425,0.05,0.05000000055726502,0.05,0.2838235734050819,0.05
cars,0.05,2.590728928291383,0.05,0.05,0.05,0.05,0.05,16.000849141051514,0.05000000029076996,0.05,1.2104224042769893,0.05,0.05000002310507517,0.05,0.05032060883926524,0.05,1.2841023989690938,0.9909354693344161,0.05,8.222641025816568
cart,0.12239598897722921,4.034767410197966,0.05,0.05,0.05,0.05,0.05,4.922370683509394,0.05,0.05000000013574002,0.05,0.05,0.0500000002257298,0.05000000022136738,0.05000020109747502,0.05,0.05,0.05000000008330955,4.909365703469974,12.261100012056977
case,4.6220729636089946,2.9070103582059055,2.077338882924504,0.05,1.077649887209497,3.298425986563085,0.05,56.393827613149874,0.05000000004683208,11.891981143541964,18.515631802138948,0.05,19.663385590353684,1.3209309944024565,48.1504629761873,1.0539344045173726,8.601000183070573,3.089028093295194,1.2398983392798084,25.897420781467833
case time,0.05000000018767403,0.05,0.05,0.05,0.05,0.05,0.05,2.653853529807064,0.05,0.05,1.086227227749824,0.05,0.38929154159041934,0.05,2.638774370832499,0.05000000069416166,0.05,0.05,0.05,2.4818533291038105
cases,0.05,1.049999999857659,0.05,0.05,0.05,0.723784869230066,0.05,7.015766709547776,0.05,0.05000000013871326,0.05000000068497213,0.05,0.050000001718637235,0.05,3.0592582189294317,0.05,0.05,0.0500000001212754,1.0482778974262994,0.4029123023026416
cast,0.050000000286812965,0.05000000018809974,0.05000000021820475,0.05,0.05,0.05,0.05,0.46258938997896937,0.05,0.05,0.05000000002508573,0.05,5.867573274625587,0.06268995526733702,4.151210167376833,0.05,0.05,0.05000000004642553,2.0359932028911754,3.7199440090673237
castle,2.7894117040662985,54.96498098308499,0.05000000007064026,2.049999864743171,10.7232447874018,10.29810396383843,0.05,32.27367377366143,5.985169275505446,10.825600774955422,5.622573958452077,0.05,21.89538764548069,0.3826750607308032,160.35127467434393,1.795984958140054,24.493394130716258,0.05001276996498585,3.0982377808991837,48.250273893911746
castle grounds,0.05,0.05000000089302877,0.05,0.05,0.05,0.05,0.05,2.3353850691397864,0.05000000112926971,0.05000000082308706,0.05000000018326442,0.05,1.6316852729123228,0.050000000695505364,1.496925662511623,0.05000000121759244,3.5258476885757855,0.05,0.05000000005905599,0.2601563018293401
cat,0.05000004414149591,2.5152743288729216,0.05000000006513759,0.05,0.050000000031673944,1.0596568646624116,0.05,12.56857422868059,0.050000000246780696,0.356752142025197,10.140732661327695,0.05,23.038827580200152,6.900466308233117,20.755121339210074,0.05,4.914296209906483,2.524698291286814,0.05000000000702663,23.77560000106589
catch,0.05,2.0712225150912853,0.5284762575488965,0.05,0.05,0.05,0.05,1.7058021819150448,0.05000000083690123,3.9098884871774917,1.0179853605578022,0.05,0.050473963532453765,1.9362222301886018,5.916652090000623,0.050000000054843695,0.05000000038905184,1.6102872144244835,0.48506246847848333,0.31792722976428656
cats,0.050000000383096474,0.5976234117331648,0.05,0.05,0.05000000076715232,0.05,0.05,9.650588490755931,0.050000001051286304,0.05000000055313347,0.050020251679422756,0.05,2.503299178670093,0.05000000019267916,2.011961585743828,0.05,1.8080282245557142,0.0876597874624347,0.05000000457524588,1.6908190618372259
caught,0.05,3.542027932207773,0.05000000029270899,0.05,0.05,0.05,0.05,4.269148008663627,0.05000000102347521,0.050000001763026235,2.3464721108750064,0.05,0.05000000008851035,0.050000000024450125,2.003343528085217,0.05,0.050000000502550365,0.05000000003721657,0.05,4.089008416404525
cauldron,0.05000005601451532,0.05000000041851529,2.215195876742795,0.05,0.07198342262822961,0.05001417471177804,0.05,23.983063310120556,15.84742793779157,0.05000000015833087,7.410273862828674,0.05,1.0599528934247504,0.050000000057736416,49.558880028460806,0.05000000030457695,1.507681751717277,7.238878026397031,0.05,2.606648658190226
cauldrons,0.050000000724491935,0.050000001304232516,3.8844475602603823,0.05,0.05000000067057196,0.05,0.05,2.314421194112935,0.05,0.05000000043220369,1.4533421517831473,0.05,0.050000000099698814,0.05,8.231279956848242,0.050166044527583865,0.05,2.009279079871278,0.05,5.407064009330175
cause,7.0076635444133295,3.8993783060008447,0.7988561160117784,0.05,0.05,2.207383401763132,0.05,2.286685552157536,0.05,1.9037987196413524,0.5242425043182674,0.05,0.6442182203613231,0.05000000015393398,3.4606078694030833,2.518442718338422,0.1610573087820216,0.05,0.05,4.1876657386168885
caution,1.06254348379332,0.050000014515787006,0.050000000182004546,0.05,0.05,0.05,0.05,7.040347887226841,0.05000000076256625,0.06023300299285989,1.0274807829604011,0.05,4.5909574081127,0.05000000042075319,1.7861302871081037,0.05,0.050000000415873394,0.05,0.05,1.7823071314718038
cave,3.0405702980508056,1.1906264402588942,0.0500000003606782,0.05,0.05,0.05000000046689263,0.05,18.255437852385025,0.05000000061407123,0.05,0.7244218338163868,0.05,5.505342028902701,0.05,4.609860901572326,0.050000000275764026,0.06149067353593756,9.012113823173939,0.05,0.05013614655694267
cavern,0.05,0.05,0.050000000600601086,0.05,0.05,0.05,0.05,0.050000000493389596,0.05,0.05,0.05,0.05,0.2261390810775813,0.05,0.05000000000631607,0.05,0.05,6.873860917709691,0.05,0.0500000001066983
caves,7.00983572445661,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.0499999999932461,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09016427554840267,0.05,0.05,0.05
ceiling,1.3097622107063267,18.471977231036863,0.05000000349205005,3.040538125451897,2.1272810615067446,0.09807598782847055,0.05,44.26340975141423,0.05000000006816361,1.8235294689309012,10.696119139848456,0.05,17.33558155589853,5.046262600613665,47.77189063639096,0.050000000264810884,4.998439627789296,3.461160413056645,2.8707367439807765,48.43523544168531
celebration,0.05000000001731216,1.028049901809152,0.05,0.05,0.05,0.05010697533034112,0.05,3.6615155231058756,0.05,0.14202562893041518,0.05,0.05,1.824135491872256,1.0443128922985345,2.4754815860919086,0.05,0.05000000025786661,0.05,0.05,3.1743720002476215
cell,0.05,0.050000000392530795,0.05000000033510941,0.05,0.05,0.05,0.05,5.564268607973154,0.05000000039040107,0.05,0.1387802061254701,0.05,0.6549554568143086,0.05,0.050000000582237004,0.05000000100087755,0.05,0.05000000010212512,0.05,5.841995726257105
cellar,0.05,0.05000000051694998,0.05,0.05,0.05,0.05,0.05,0.050000000417321076,0.05,0.050000000106064674,18.077113442592314,0.05,0.0500000000332798,2.0500000000470546,1.1482627742274674,0.05,0.050000000422138056,0.05,0.05000000006195914,5.92462378155021
centaur,0.05,1.1164606269330406,0.05,0.05,0.05,0.05000000387947679,0.05,3.631461810941301,4.3830974664624955,7.625165033556458,12.102447223020903,0.05,5.096925876343131,2.87472572234764,0.050000000307863356,11.418997850427434,0.2007183851348343,0.050000000046944264,0.05,0.050000000573276915
centaurs,0.05,0.05000000003117963,0.05,0.05,0.05,6.153209274943098,0.05,7.321355317716564,0.050000000139956334,3.0017241972489628,8.065774555520978,0.05,0.09598594288090624,2.516830758872124,0.05000000957306249,22.55708996598506,0.05,0.05,0.05,0.6880299770682321
center,0.05,0.05000000020805841,0.05000000005237604,0.05,0.05,1.2843693185852028,0.05,14.315838363791476,0.05000000031790482,0.7413130755815688,1.488111837038935,0.05,10.079317656727385,6.6152116122414615,9.918653811825747,0.050000002564745356,2.692681640504764,3.6063133688650235,0.05,1.7581893116610818
centuries,0.05,5.7027137409544,0.6738267068400104,0.05,0.05,0.05,0.05,4.715893394547643,0.050000000194405515,0.9793215477764827,0.05057132145331291,0.05,3.1659553989162545,1.4848453514421962,0.18004679508483995,0.05000000011645962,1.3005880541849484,0.05,0.05,7.246237688451161
century,0.0500000000867838,2.087350854281527,0.05,0.05,0.05,0.05,0.05,4.542369952591861,0.05,0.05000000005458818,0.05240202987754495,0.05,0.2112558964917009,0.05,4.226910315449209,0.05,0.9202829319902418,0.05,0.05,2.309428019138195
certainty,0.05,0.05,1.0500000000326477,0.05,0.05,1.0499999998954999,0.05,0.05,0.05,0.05,2.65029886572346,0.05,0.05000000030991284,0.05,0.050000000108375346,0.05,0.05,0.05,0.05,2.4497011339173
chain,0.05,1.0499999999590393,0.05010136775597111,0.05,0.05,0.05000000016961387,0.05,6.337197207709422,0.0500000000346618,0.05000000018095978,0.050000011464282755,0.05,8.258068528921925,1.0500000000049405,10.73867417063074,0.05,0.7018947504259879,5.050000000398261,0.05,4.214063962307939
chain neck,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.617056128723906,0.05,0.05,0.05,0.05,1.2729984172233504,1.050000000032171,1.9021289116319473,0.05,0.05,0.05,0.05,1.407816542352968
chains,0.05,6.498663186686146,0.05,0.05,0.05,0.050000000277406025,0.05,1.3638568309708348,0.05,1.049999999700337,4.434160025031245,0.05,7.090903442858801,4.804569574973959,0.056548429976967386,0.05000000026865045,3.680038399595761,0.050000000009945825,1.0500000000478396,4.471260109571427
chair,0.0677750939634908,12.700480963011964,0.050000000164203445,0.05,0.05000000422423809,0.050000000227233755,0.05,57.28737373065,0.05000000002444086,0.3919471973166955,21.17288263148404,0.05,55.9756142762175,9.891993879763262,87.03867405162883,0.05000000007689503,15.212391181161243,0.10013752444261709,0.0500000002922973,17.710729465318675
chair desk,0.05,0.07058104250646366,0.05,0.05,0.05,0.05,0.05,3.0223663420989637,0.05,0.05,0.05,0.05,5.3035095079966075,0.22125930918443976,4.173460588580296,0.05,0.05000000075049435,0.05,0.05,1.5088232088486715
chair eyes,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1.9822255526728076,0.05,0.05,1.0499999996203861,0.05,0.05000000040284949,0.05,4.117774446135025,0.05,0.05000000058523962,0.05,0.05,0.05000000055725181
chair table,0.05000000025007123,0.0500000004227411,0.05,0.05,0.05,0.05,0.05,1.10900498847086,0.05,0.0500000007746908,2.0185554365454483,0.05,0.05000000033129575,0.05,4.022439571035938,0.05000000023417298,0.05000000134333172,0.05,0.05,0.050000000561273496
chairs,0.050000000284269694,5.795701726981885,0.05000000015144604,0.05,0.0500000001782967,3.591243055187173,0.05,15.66503556954189,0.05000000043564436,0.23712314867014284,7.587000079438966,0.05,2.002562321857631,4.203083444762428,10.7824613448924,0.05,8.282991975830349,1.6948776009601754,1.9660546082862076,8.791865122504198
chalk,0.05,1.0725884546926714,0.05,0.05,0.05,0.05,0.05,0.053535949567863374,0.05,0.06222602152985185,0.06835530685960034,0.05,0.05000000032489903,0.05,5.993294266842632,0.05000000016040448,0.05,0.05,0.05,0.05
chamber,0.05000000002420478,10.35613099356434,0.0500000000016408,0.05,0.05,0.4135668925772026,0.05,3.870892342081762,0.050000001062224644,0.05000000099406267,1.3446210693707028,0.05,0.050000000103436575,0.05000000019256453,13.687030279885951,0.05,4.451733330423808,1.050000000024962,0.05000000069066695,8.226025088971761
champagne,0.050000000284993594,0.05,0.05,0.05,0.05,0.05,0.05,0.05000000050291805,0.05,0.05,0.05,0.05,0.05,8.050000000166923,0.05000000006328307,0.05,0.05,0.05,0.05,1.049999998968087
champion,0.050000000013340436,0.05,1.0500000000096799,0.05,0.05,13.233353045027656,0.05,6.6164517961142755,2.002084952546911,0.05000000038959112,0.05,0.05,0.050000000652045275,0.05,13.589508174115474,0.05000000021871051,21.949658592959985,0.050002093481501246,0.05,0.9089413444476
champions,0.05,0.05,0.05,0.05,0.05,9.434700266788369,0.05,6.746577087314421,19.612776220409497,0.05000000025676736,0.05,0.05,0.05,0.05000000024461003,11.312565606818566,0.05000000026734892,37.593963117186654,0.05,0.05,1.5994177006960721
chance,1.7172410413897239,11.481451020482748,0.05000000071348941,0.05,1.0759357594081504,6.167353798741116,0.05,36.53090503083706,5.114849589445697,8.287338843826927,9.866237206941417,0.05,13.57401978175268,2.132768493446363,55.45902667965139,3.141221574821476,4.773882490043831,0.050053281018169984,3.770574974726305,38.65714043271745
chances,0.05000000005899915,1.2794117326394168,0.05000000031589279,0.05,1.0500000000818408,0.05,0.05,1.5371865796991002,0.050000000765276255,0.05256350912665129,0.05000000021905637,0.05,1.274764488168165,0.05000000003347808,9.2728287325435,0.05000000090159485,1.1349608741207262,2.0183540226757204,0.05,2.8299300586145577
chandelier,0.05,0.050000000246959456,0.05000000029363525,0.05,0.05,0.35820273804805625,0.05,8.852857244991354,1.770962050624564,0.05000000171834879,7.120650107024224,0.05,2.1088607961243233,0.0500000000277596,0.08846701089223652,0.050000048893003385,0.050000000320832905,0.05000000019093883,0.05,0.05000000056706889
change,2.059832343065818,2.7855693262970473,3.2062030711187006,0.05,0.05,0.050000000580405005,0.05,25.901019658422786,0.050000000074422,0.5911775273328497,7.5232624366444885,0.05,3.9735793462889264,0.05000000031324836,16.79418781075339,0.050000003886168626,2.0974061868317757,0.050000000123778233,0.3983692123094105,14.219393075920753
changes,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.050000000374211685,0.05,0.05000000487915048,0.8883997022554384,0.05,0.050000000896611684,1.0500000000210006,6.369396953643751,0.05,0.05,0.05,0.05,1.8922033379000838
changing,0.050000000005569235,0.05030968030082169,0.05,0.05,1.9963349635029717,0.05,0.05,0.05000005753991733,0.05,10.065988984599366,1.9662707322957493,0.05,0.050000029363777475,0.05000000008399991,7.171095548070438,0.05,0.05,0.05000000006736934,0.05,0.05000000415471537
changing room,0.05000000000686938,0.05000000039619869,0.05,0.05,1.020939358164656,0.05,0.05,0.05000000020910706,0.05,8.390169666680423,0.13901702466171761,0.05,0.05000225811104834,0.05000000004453479,2.6498716914039693,0.05,0.05,0.05,0.05,0.05000000030750443
changing rooms,0.05,0.09031030919760365,0.05,0.05,1.006275978671528,0.05,0.05,0.050000550380263915,0.05,0.050000003872676176,0.40056661786592174,0.05,0.05,0.05000000021099692,5.702843992061745,0.05,0.05,0.05,0.05,0.05000254771669038
chapter,0.05,0.05,4.618937496560615,0.05,1.0500000000637932,0.05,0.05,6.562397411624381,0.05,0.05,0.050000000433179446,0.05,0.05,0.05,7.968665091577895,0.05,0.05,1.0500000000162395,0.05,1.0499999996947
character,0.05,0.05000000088402086,0.05,0.05,0.05,0.05,0.05,0.4822031065523465,0.050000000355461205,0.05,0.0500000011790282,0.05,0.05000000007504097,0.05,7.196358121198775,0.05000000237690355,0.05,0.05,0.05,1.4714387673508236
charge,0.05000000016363489,2.5579152252528012,0.10288774907914634,0.05,1.0500000000889078,1.0500000000279772,0.05,8.284337572999108,1.0500000000705714,0.0500000003191904,5.856813802741279,0.05,2.3788894068570414,2.0500000000828864,3.5007938921605444,0.05,1.676064075268802,0.0505882431576334,0.05,4.0417100316906485
charges,0.05,1.0499999999703955,0.05,0.05,0.05,0.05,0.05,2.5660618257759533,0.05,0.05000000052093025,0.05000000028906806,0.05,2.009413580529328,6.050000000225096,2.6651678436498467,0.05,0.9593567489967252,0.05,0.05,0.050000000013333754
charm,0.0500000002886499,0.19268567521297864,1.050000000075067,0.05,0.05,0.050000124228196705,0.05,8.097541074631414,1.1059136255415458,3.756441565425844,10.314366036291444,0.05,0.05000000054307593,1.1274034404625042,14.520266388356013,0.05000000014902667,0.05000000074137989,5.166514483713077,4.605534573825771,12.61333301047934
charms,0.05000000003073352,1.425534657402215,0.05000000012816195,0.05,0.05,0.19892500512309474,0.05,5.690344597808882,1.2001399069091503,2.097189238731741,6.872941718891394,0.05,0.1316729018933071,0.24385843777332444,16.560114723398552,0.06641855561693899,0.050000000198464414,0.11688826168988915,1.0095850682778862,3.0363869260892598
chart,0.05,0.05000000041223479,0.05,0.05,0.05000000023241203,0.05,0.05,0.05000000129410707,0.05,0.05000000025739662,10.921250770486067,0.05,0.05,0.05,2.17874922840769,0.05,0.05000000040020103,0.05000000025152635,3.050000000273943,2.049999997956383
charts,0.05,0.05,0.05,0.05,0.05000000027678724,0.05,0.05,0.16028444643105094,0.05,0.05000000030654223,1.5737517747431202,0.05,0.05,0.05000000126592973,3.2666228898139678,0.05,0.05000000062902749,1.1993156455481564,0.05,0.050025240959053335
chase,0.05,0.05000000170017422,0.05,0.05,0.05000009188887837,0.050000000360187986,0.05,0.05000000159100163,0.05,0.05,2.799866380320643,0.05,1.8139505738294444,0.05,2.0631824016660083,0.05000000060368598,0.05,0.050258731386850566,0.050000000058680945,1.5227418165503122
chasers,0.05,0.050000000330222616,0.05,0.05,1.1678028428627119,0.05,0.05,0.05000000007557495,0.05,4.532825880828017,4.701434332585495,0.05,0.05,1.7975157686052419,0.05042117271683191,0.05,0.050000001735820955,0.05000000023849303,0.05,0.05000000000993899
chat,0.050000000111336054,0.05000000079760322,0.05,0.05,0.05,1.050000000030475,0.05,1.1792302572987263,0.05,0.05000000322071856,0.0500000002248368,0.05,0.050000001803614386,0.05000000003989495,9.858759450955603,0.05000000978897918,1.104227262489687,0.05,1.050000000077647,1.0577830131276422
chatter,0.05000000106616951,0.050000000730552545,0.05,0.05,0.05,0.05,0.05,4.656588644975121,0.05,1.9207184324267277,0.0500000002858593,0.05,0.05000206131920195,2.02709071718819,1.4594149681622244,0.05,0.050000001056833825,0.0500000000951879,0.05000000009211665,0.18618517256637335
chattering,0.05,0.4408951109734549,0.05,0.05,0.05,0.05,0.05,2.947409684764749,0.05,0.05,1.0499999961122268,0.05,0.05000000012600455,0.05000000044111686,3.501553072231606,0.05000000387206456,0.05000000072607158,0.5761905835723163,0.7839515471364489,0.05000000001314942
check,0.05000571072643424,0.050000002877925054,1.050000000174398,0.05,0.05,0.05000000030055676,0.05,2.416687736701211,0.050000001798937876,0.05,1.7960179492350814,0.05,1.04983582555563,0.05,2.937165242540191,0.05,0.050000000295562216,0.05,0.05,0.050287529752128614
cheek,0.050000000024931775,4.493806414033894,0.05,0.05,0.05000000020357876,0.05000000094434871,0.05,11.122714878002625,1.102092258476746,0.05142833530888943,4.654385174389213,0.05,0.6712850269873698,0.05000000023540354,6.288737817727889,0.8820632784287407,0.05000000012366298,0.05000000005656538,0.05000000116086478,9.183486813860043
cheeks,0.05000000014869686,2.121815894464708,0.05000000007590639,0.05,1.0500000000733185,1.050000000022649,0.05,13.547112523266055,0.05,0.050000000643520934,2.4094312374027127,0.05,6.414300817875805,2.2904179863493312,6.5134538479520625,0.05000000014331061,0.05002313139586816,0.05000000008138638,0.050000341330737025,0.053444218740521875
cheer,0.373842718586328,2.835999549418851,0.05,0.05,0.05,0.05000000079484263,0.05,0.051197431376023575,0.05,0.05000000102622712,0.050000000152302236,0.05,1.6038525383129374,0.05000000078620788,4.792353781881587,0.05,0.050000000448567165,0.05,0.05000000004907859,1.6427539771377575
cheerful,0.05,0.050000000753344855,0.05,0.05,0.05,0.05,0.05,5.156298141852048,0.05,0.05000000017301852,0.05000000031364718,0.05,0.05000000015711455,0.05,0.9437017523826265,0.050000002575071735,0.050000000688614786,1.0500000000384586,0.05000000010107115,0.050000100935065586
cheers,0.05000000002520899,0.06649594995455672,0.05,0.05,0.05,2.3751522830911314,0.05,2.43790329421147,2.2759647498015134,12.089805473088294,0.05,0.05,0.05000000816912107,4.247095387768811,4.10820159749529,0.05,0.05000000045416261,0.05000000000879123,0.05,0.799381255900331
cheery,0.05000000067248794,0.05000000014389697,0.05,0.05,0.05,0.05,0.05,0.050000000211339955,1.109938371019837,0.10054202983057861,1.3496235413468323,0.05,0.05000000007047917,0.05,6.63989604092092,0.05000001490925978,0.05000000038874258,0.05000000011226661,0.05,0.05000000035414496
chess,0.05000000006154994,1.6509877350463291,0.05000000000000309,0.05,1.1969439765722103,0.05,0.05,6.194168524145066,0.05,0.050000001868833015,0.05513789309094932,0.05,0.05000000013566987,0.050000000170765176,9.743255892112435,0.050000000051597986,2.306892182885661,0.05469817434370277,0.05,1.1979156194809226
