book_id,chap_num,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,title,chapter_regex,book_len,n_chaps,kendall_sum,doc
1,1.0,0.07938007285594924,-0.011006974456351563,-0.15376307849254175,0.05110982119942531,-0.14216709578865286,0.11574821724157114,0.028414410008575468,0.16335087416391753,-0.11848353291482215,0.03112252189307997,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 1.0
1,2.0,0.20110272495828557,-0.12466644500017232,-0.0643232055879425,0.021127203124336868,-0.009846283083346348,-0.06324898312879226,0.4172194775809021,0.1335332318066661,0.3377335908618904,-0.009047656994940156,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 2.0
1,3.0,0.0773722340827683,0.01765849087133808,-0.25878591847402727,0.13014671734114774,-0.15142563250655805,-0.05172412619751715,0.24931179014619625,0.2447339733463555,0.0058714430501896715,0.039508306862941496,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 3.0
1,4.0,-0.6829650830475806,-0.44057642139004677,-0.13237059049016947,-0.09331232253208156,-0.14378612280683847,0.07454954883219436,0.0467555349194798,0.08297586906400023,0.039604945541804805,0.1015925886192171,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 4.0
1,5.0,-0.5246948100378656,-0.2686194031407962,-0.2084666769482953,-0.04191345843521994,-0.06698014070331933,0.13949327056045235,0.09968382986168607,-0.044513485088701926,-0.015652486747052604,0.08362704977268857,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 5.0
1,6.0,-0.0013884250655798094,0.041745915692717184,-0.20694231924210038,0.27983538204698755,0.21062596475773698,0.41465674472229014,-0.00019564178847671435,-0.04075247306076906,0.16470765334037682,-0.08544570971012683,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 6.0
1,7.0,0.001643993510083857,0.12987180627868217,0.07908354225276878,0.008598670164259126,0.24139368948339282,0.2560474916286176,0.01660927960151609,-0.08087530350958616,0.05759382877129311,0.19559444506095372,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 7.0
1,8.0,-0.16769403597147303,0.2162817989399917,0.004338863531316809,-0.18440894107654052,0.1717017578365168,-0.05941100470553931,0.1636409489524758,0.150165758429374,0.07404878974181237,0.15164874734675635,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 8.0
1,9.0,-0.08962513682232667,0.16990701276289524,0.2658255513646709,0.3019376845159785,0.05718545979895612,0.027592778848429526,0.05625935595187981,0.10298358290128004,0.001284773225515328,0.25212651701394995,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 9.0
1,10.0,-0.10815633126752836,0.2212746745221505,0.22397964938893494,0.26861935579815377,-0.0742746285379446,-0.07998652741623145,0.0269104916884154,0.030901593630993696,0.04911608652175217,0.04809968378097049,Harry Potter and the Philosopher's Stone,^\s*([A-Z'\s]+|[A-Z\s]+)\s*,80277,17,1.5197038303860737,Harry Potter and the Philosopher's Stone 10.0
