term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf,mean_tfidf,vector,x,y
harry,18258,0.016327048906924733,5.9365921405832,5,NNP,5,"{'NNP', 'NN', 'VBP', 'VB', 'RP'}",0,harri,harri,harry,0.0,0.0,"[-0.09623246 -0.12597507  0.05132661  0.17604075  0.30463344  0.17726439
  0.12042987  0.25424254 -0.09556117 -0.19605608  0.11587317  0.1925259
  0.28187084 -0.09380516 -0.24251828  0.19775146  0.43187898 -0.19293216
 -0.43326238 -0.07150528  0.44443616 -0.23768751  0.29107502 -0.08165818
 -0.02058915 -0.09803569  0.08667585  0.24773431 -0.14499244 -0.22813956
 -0.18377534  0.21491754  0.14906196  0.08857019 -0.45537886  0.14585678
  0.3168828  -0.08451208  0.04384411 -0.00926269 -0.27249888  0.21978347
 -0.30631578 -0.14898196  0.17706376  0.13002092 -0.16089554  0.30628705
  0.15867588  0.11918151 -0.27622712  0.46417525 -0.16131805  0.18002012
 -0.24996734  0.00989712  0.28272548 -0.3263152  -0.2078273   0.21169189
  0.1409913  -0.08012848 -0.03645154 -0.16538545 -0.2730211  -0.09090629
  0.221548    0.07201628 -0.12806778  0.1537085   0.09915182  0.22529817
 -0.17398901 -0.26593024 -0.1921034   0.05520458  0.09937241 -0.07964157
 -0.01554994  0.27211073 -0.09632487 -0.03655474  0.05642032  0.18266618
 -0.1804081   0.35201055  0.3675625   0.18417838 -0.20375672 -0.12387267
 -0.01530449 -0.20839478  0.17360641 -0.16470844  0.05362244  0.26055002
 -0.11129001 -0.5015904  -0.03451229 -0.1665861   0.02321696  0.37154347
  0.23276654  0.1126679   0.13093191 -0.37115029  0.1740668  -0.03866522
 -0.01029073 -0.04738419 -0.16484796 -0.22139998 -0.23549242  0.09389245
 -0.01109899  0.07191148  0.18644795  0.25635946 -0.11016288  0.13652295
  0.17912287 -0.19258566  0.38356313 -0.15957896  0.18409899 -0.10168495
 -0.2628215   0.11002088  0.07071272  0.3283008  -0.0127245   0.13924888
  0.06884023  0.01801074 -0.01266718 -0.0101152   0.17989308  0.06089121
  0.02914457  0.032028    0.04346497 -0.2512035   0.17681943  0.24114507
 -0.5666044   0.03571997  0.11442311 -0.2069527  -0.29438034  0.17097127
  0.29239136 -0.2685141  -0.06403445 -0.02541687 -0.08958589  0.18319686
  0.01731196  0.19048983 -0.10710618 -0.05724274 -0.06048196  0.07761451
 -0.1511111   0.14939068  0.3158974   0.2822342   0.17543893 -0.2275982
  0.4482304  -0.04149009 -0.17728774 -0.40301198  0.0993841   0.2592017
 -0.28089422 -0.06896425 -0.12508889 -0.18739465  0.08859456 -0.15771464
 -0.22206458 -0.13938718 -0.11959714 -0.28095138  0.11790889 -0.03391293
 -0.26792678 -0.66332984 -0.28278178 -0.2741806   0.16126682 -0.05505531
  0.24383107 -0.14717233  0.2405369   0.1753236  -0.0148977  -0.31948197
 -0.04155345 -0.03467806 -0.28489503  0.3574006  -0.1540219  -0.00367869
 -0.0373846  -0.02069062 -0.22181419 -0.07435793 -0.21019691 -0.09837028
 -0.01562276  0.02930343  0.20028973  0.18061267  0.11410088 -0.16108973
  0.5684605   0.3440549  -0.2719419  -0.04683212 -0.2128385  -0.222845
 -0.02102025 -0.11664839 -0.01519143 -0.15810198  0.03038677  0.11262805
 -0.03576473  0.08951243 -0.09570126  0.02134737 -0.05833802 -0.17569922
 -0.15489058  0.12494311 -0.07637899  0.32954103 -0.02426081 -0.05511572
 -0.05258481  0.2627369   0.11048692  0.49247617 -0.14990675  0.33017588
 -0.13015647 -0.11463436 -0.15009598 -0.11893913  0.05465395  0.34811285
 -0.1010602  -0.18311898 -0.2641574  -0.17888829]",-32.33796,-2.1369073
said,14491,0.012958443734814673,6.269963723934996,4,VBD,2,"{'VBD', 'NNP'}",0,said,said,said,0.43320145733875015,0.00062540630840825,"[-0.20576696 -0.4965809  -0.04553408 -0.0431535   0.21373317 -0.01477116
  0.13341616  0.30199492 -0.42339355  0.39146417 -0.00237145  0.07622615
 -0.35769805 -0.12199382 -0.13721618 -0.19569966  0.06392832  0.4428834
  0.19485092  0.03877388 -0.03674882 -0.38754982 -0.11686468  0.04655997
  0.22921917  0.08305597  0.32033458  0.05321725  0.28929973 -0.23173808
 -0.07843453  0.17787504 -0.3264685  -0.10605423  0.01310577  0.37790662
  0.04432894 -0.10227681  0.10801691 -0.27281883  0.15812393  0.5801191
  0.30991507  0.01761713  0.19607475 -0.17823526 -0.26565158  0.08423791
  0.2217131  -0.10642821  0.26726785 -0.21871746  0.10758195  0.18281797
  0.2912072  -0.1416953   0.07194652 -0.35883322  0.24964292  0.12611109
  0.39148888 -0.2172967  -0.09925248  0.19477928 -0.09769191  0.14016008
  0.215467    0.16961086  0.19210336 -0.04341288  0.06178183 -0.27759036
 -0.18660173 -0.21184132 -0.34572905  0.00580172  0.14862704 -0.20392331
  0.42882958  0.31010592 -0.12513968 -0.05249914  0.17437711  0.5694869
 -0.0930222  -0.26198885  0.40275982 -0.24781477 -0.09684279 -0.28086334
 -0.17442171 -0.05226025  0.18953492 -0.18089141  0.17786424  0.19264123
 -0.00633976 -0.14957915 -0.32169893 -0.71357065 -0.08120154  0.10887485
  0.35456467  0.19663101  0.45778567  0.13390811  0.1222297  -0.21787132
  0.29119372 -0.26598504  0.49570778 -0.16084449  0.22374383 -0.16496328
 -0.10657699 -0.4227942   0.20049125 -0.4173052   0.01962782 -0.10634639
 -0.2793054   0.19215295 -0.22776628 -0.09101836 -0.22349621 -0.34048948
 -0.01958756 -0.4438415   0.21764672 -0.31232196  0.3358016  -0.05370784
  0.07303599  0.24202567 -0.19727662 -0.16515331 -0.30899224 -0.26255116
  0.29706952 -0.08237662 -0.3601984   0.19488521  0.21123418 -0.25005096
 -0.00643308 -0.6004333  -0.06776525  0.13527593  0.11078639  0.02275161
 -0.1375557  -0.14584523 -0.02886758  0.17303705 -0.41747907 -0.03955643
 -0.11709911 -0.11069219 -0.24865396  0.4157417  -0.23586813  0.14379331
  0.05313777 -0.427917    0.06063877 -0.366226   -0.14907183  0.41233155
  0.35233685 -0.25780812 -0.13842468  0.03337645  0.24920858  0.2643856
  0.18292157 -0.05410942 -0.40890592  0.31113783  0.03207549 -0.04566774
 -0.39692807 -0.1080189   0.10962804 -0.11523923  0.34631762  0.00531253
 -0.41710448  0.22103202 -0.09077392  0.12251513  0.24942316 -0.0999749
 -0.0387436   0.01155088 -0.07618644 -0.18686742 -0.08372874 -0.2030669
 -0.36055627 -0.20145085 -0.05511289 -0.04924219 -0.17622921  0.00214162
  0.19869758 -0.2570118  -0.39190114 -0.0492623  -0.12572965  0.10127676
  0.6448873   0.14777642  0.1730412   0.20645325 -0.12396326  0.38638237
 -0.00782993  0.4296717  -0.16232798  0.10479055 -0.07469255 -0.14364557
 -0.24280402  0.13996612 -0.04102654 -0.26687035 -0.29793605  0.09693241
 -0.14795627  0.13873659 -0.18062137  0.12701237  0.2660482  -0.41012725
 -0.19374283  0.3026411   0.04600729 -0.20618145 -0.00666945  0.00427316
  0.12944107  0.13327864 -0.47558275  0.4226308   0.00365573 -0.09466925
  0.31189263  0.2883296  -0.14364833 -0.14130159 -0.16965534  0.06497169
 -0.29931068  0.3479082   0.11556239  0.35606143]",-30.278736,-16.422115
ron,6319,0.005650707746897655,7.467352709347873,3,NNP,5,"{'NNP', 'NNPS', 'NN', 'RB', 'VB'}",0,ron,ron,ron,7.844502835152109,0.0053459210493164945,"[-1.11311138e-01 -1.63484856e-01 -3.37383486e-02  2.55487263e-01
  3.97258252e-01  1.75070867e-01  3.79136838e-02  5.58548048e-02
 -4.17784750e-01  2.68285573e-02  1.16072245e-01  6.24623336e-02
  2.76875168e-01 -4.91099097e-02 -3.47951144e-01  1.17815800e-01
  3.86422753e-01 -5.09235673e-02 -3.67475450e-01  8.51398110e-02
  3.47024769e-01 -1.71083659e-01  8.50539282e-02 -3.03792208e-01
  4.51855250e-02  2.78915297e-02 -5.34586012e-02  2.40990102e-01
 -1.97641790e-01 -6.99092867e-03 -1.29535243e-01  1.39879242e-01
  1.56326257e-02  2.16108605e-01 -3.97808254e-01  8.55232701e-02
  1.53336748e-01 -6.64149523e-02  9.14162472e-02 -1.48678005e-01
 -5.55615537e-02  3.38843495e-01  3.70250717e-02 -1.48019716e-01
  2.19822526e-01  7.79046416e-02 -1.97377816e-01  9.87117663e-02
  9.39646661e-02  5.65281287e-02 -3.11970651e-01  2.21149385e-01
 -1.15354337e-01  2.04862341e-01 -1.84319854e-01  3.98047492e-02
  1.67859316e-01 -4.12510306e-01 -2.92808980e-01  2.78880540e-02
  1.27106130e-01  1.99919421e-04  7.72860795e-02 -1.78805947e-01
 -3.52364510e-01 -2.93519467e-01  3.77244502e-01  1.17438868e-01
  2.39435047e-01  4.64994051e-02  4.92712529e-03  2.51286209e-01
  1.52440453e-02 -2.07258053e-02 -2.59114087e-01 -3.19861412e-01
  9.98073742e-02 -7.86583275e-02  1.51181355e-01  6.23932362e-01
 -4.14645582e-01  8.59318525e-02 -4.64136042e-02  1.00742824e-01
 -1.25600798e-02  1.81698844e-01  3.34762663e-01  2.95171559e-01
 -1.62590548e-01 -2.35114112e-01  1.47972003e-01 -1.39936402e-01
 -4.16621231e-02  1.11978956e-01  8.77293572e-02  3.47322106e-01
 -2.10782290e-02 -3.08369905e-01 -2.20786870e-01 -7.08207414e-02
 -6.31156117e-02  1.46045417e-01  2.96637952e-01 -3.49326506e-02
  6.97920993e-02 -8.70298967e-02  1.53923675e-01  1.37750596e-01
  1.54041052e-01  1.30391032e-01  7.17341006e-02 -5.82972355e-03
 -2.07200989e-01  2.21721336e-01 -2.82016456e-01 -1.81035370e-01
  2.18732566e-01  1.79808497e-01  9.23826322e-02  1.80500656e-01
  1.02962792e-01 -1.78732023e-01  2.60719776e-01 -1.00363456e-01
  5.19815423e-02 -3.72589797e-01 -2.58302420e-01  1.73237488e-01
  2.59319931e-01  2.22753182e-01 -3.95966433e-02  2.80277729e-01
  4.08768803e-01  1.43257409e-01  1.73115999e-01  1.87646762e-01
  2.92942058e-02 -5.20700403e-02  2.11347073e-01 -7.73741454e-02
 -2.59294845e-02 -6.25099987e-02  5.51088989e-01  2.47643590e-01
 -3.22919160e-01 -2.25236610e-01 -4.56383340e-02 -1.33219123e-01
 -2.98443973e-01  1.12476215e-01  5.73038012e-02 -1.39620408e-01
 -2.06687555e-01 -4.37982567e-02 -5.09757623e-02  1.31474465e-01
 -2.56238002e-02 -4.66943756e-02  3.97050232e-02 -9.66628343e-02
 -2.08424971e-01 -2.83099532e-01 -1.37653276e-01  2.10281223e-01
  9.56350043e-02  2.43850708e-01 -8.92524887e-03 -1.82016447e-01
  3.60579371e-01 -1.08343631e-01 -1.42508015e-01 -5.71058616e-02
  9.17877853e-02  8.65757689e-02 -3.68301362e-01 -8.42635185e-02
 -4.39619366e-03 -1.27977505e-01 -1.80687904e-01 -1.22435920e-01
 -1.74510330e-01  2.14515515e-02  3.12604867e-02 -3.39569449e-01
  5.91270998e-02 -9.36834067e-02 -4.88594264e-01 -4.05920088e-01
 -2.60001451e-01  2.76840758e-02  1.41359353e-02  3.93722355e-02
  2.13977844e-01  1.09236166e-01  2.74492837e-02  1.22627430e-02
  1.08285822e-01 -2.04268396e-01  4.54060994e-02 -1.22716032e-01
 -2.11477861e-01  3.46353620e-01  1.87815148e-02  8.11760277e-02
 -1.69181731e-02 -3.87174129e-01 -9.28171352e-02 -1.66775987e-01
 -2.54153833e-02 -3.36015195e-01  2.46501908e-01 -4.63998504e-02
  6.44545183e-02  2.63562381e-01  1.10261977e-01  7.80121312e-02
  5.37749052e-01  2.74157137e-01 -1.02808341e-01 -9.89882872e-02
 -3.62793803e-01 -1.02850445e-01  5.19708842e-02  1.09711520e-01
 -5.83449304e-02 -2.96111703e-01 -2.56956369e-01  1.76372722e-01
 -7.30652139e-02  1.14956506e-01 -3.17755163e-01 -5.16454913e-02
  2.64290646e-02 -2.73574084e-01 -1.11579105e-01 -1.89063787e-01
 -1.11956522e-01  3.42391729e-01  2.29858890e-01  1.15585392e-02
  3.73276621e-02  3.33069056e-01  4.64417011e-01  6.56664133e-01
 -1.45910800e-01  2.09689543e-01 -1.60053730e-01 -1.25206821e-02
 -3.31338495e-01 -2.16734961e-01  1.28078997e-01  2.17406780e-01
 -3.05201203e-01 -6.26535490e-02  5.54638915e-02  1.95629485e-02]",-32.068295,-0.538628
hermione,5348,0.004782399909860525,7.708049509725599,8,NNP,7,"{'NNP', 'VB', 'CD', 'NN', 'RB', 'PRP', 'RP'}",0,hermion,hermion,herm,9.76762985159714,0.005663759473349077,"[-0.18534134 -0.12212332  0.09389777  0.20795892  0.30835435  0.11432494
  0.20399885  0.00745173 -0.23140049 -0.0048152   0.08790291  0.17022508
  0.33295444 -0.01201683 -0.1569931   0.3057781   0.29496056 -0.01896138
 -0.29831213  0.04283311  0.27357048 -0.0596443   0.082239   -0.3332295
  0.02164316  0.07909162  0.03684305  0.23131472 -0.096312   -0.15279
 -0.15885796  0.02941007  0.09946429  0.11835361 -0.3053579   0.18325453
  0.28849235 -0.08012407  0.26244152 -0.08381367 -0.10526131  0.25504416
  0.06166156 -0.15666465  0.3174257   0.04682555 -0.06011177  0.13903652
  0.05410882  0.05400581 -0.13163714  0.34598467 -0.28750172 -0.00301317
 -0.08921334  0.14989644  0.25824484 -0.36352676 -0.30712846  0.0760702
  0.03834258 -0.02263564  0.03662751 -0.22471856 -0.3351427  -0.2658631
  0.3589723   0.11611557  0.1738146   0.21740212  0.02866931  0.2560257
 -0.1857399   0.06065737 -0.21443199 -0.22830528  0.1950155  -0.06847958
  0.11153083  0.4689798  -0.30976006  0.10297443  0.14168733  0.23901819
 -0.09225804  0.15548697  0.29725462  0.10621633 -0.15184215 -0.27229246
 -0.02673191 -0.00780811  0.12420093 -0.0522195   0.07092518  0.29474062
 -0.20749249 -0.31551325 -0.21662164 -0.14072725  0.05840221  0.21790455
  0.40434876  0.01400695  0.03254925 -0.12092941  0.26232442  0.11425161
  0.12647478  0.0552946   0.12494799  0.00614964 -0.30285782  0.22348328
 -0.1744191  -0.12263619  0.1269089   0.08404306  0.15024474  0.20698708
  0.12870134 -0.08663694  0.3682917  -0.12858637  0.03326645 -0.3817911
 -0.34623197  0.17560613  0.1634212   0.06931067  0.02311839  0.11168032
  0.21629515  0.09698087  0.12110606 -0.03650893  0.06160726 -0.01238298
  0.10100501 -0.05708549 -0.0753573   0.01973199  0.31575084  0.24064146
 -0.3393241  -0.06972887  0.06845819 -0.06006665 -0.15750255  0.26821727
  0.23620035 -0.04348107 -0.20041811  0.03688225 -0.08834179 -0.04405744
 -0.08916336  0.04261477 -0.01932595 -0.14027552 -0.22222474 -0.29751277
  0.04734512  0.1317557   0.09281814  0.14129025  0.09025332 -0.14674476
  0.3372952  -0.21454129 -0.15944171 -0.0520759   0.13800654  0.20914967
 -0.33869642 -0.0894153  -0.0591141  -0.12559028 -0.09601029  0.01133481
 -0.25477216 -0.12278644 -0.02663868 -0.23595044  0.08507936 -0.0066784
 -0.4682478  -0.35651907 -0.3103513   0.00208186 -0.0804569   0.09521452
  0.27284074  0.04604659 -0.07719083 -0.09025698  0.1711667  -0.3709185
  0.10027558 -0.15801561 -0.2146531   0.26548964 -0.0748636  -0.06855931
 -0.24600136 -0.14651161 -0.07180055 -0.01021923  0.03474903 -0.16310628
  0.18213892  0.0984377   0.13611816  0.29785827 -0.02630499  0.00129916
  0.3905624   0.3066612  -0.20887774  0.00698742 -0.37783405 -0.12414216
  0.07692867  0.04237055 -0.04184463 -0.29276547 -0.33283785  0.23172292
 -0.04649244  0.04148993 -0.33751306  0.04188284 -0.10593996 -0.25792202
 -0.00484694 -0.07009083 -0.19473217  0.31798217  0.11760142 -0.08174831
 -0.08256527  0.3551134   0.24551013  0.5238634  -0.06339699  0.28957805
 -0.15668492  0.07801265 -0.43300787 -0.17891589 -0.02712079  0.4287184
 -0.34515056 -0.19031897 -0.06177671 -0.04988763]",-32.06582,-0.9475051
dumbledore,3359,0.0030037549172067138,8.379017179584453,10,NNP,12,"{'NNP', 'NNPS', 'IN', 'VBN', 'NN', 'VBD', 'JJR', 'VBP', 'RB', 'RBR', 'VB', 'RP'}",0,dumbledor,dumbledor,dumbl,9.387911912817998,0.0035160234323252638,"[ 0.05660867 -0.17348891  0.26189497 -0.00510446  0.27937773  0.3239822
 -0.08549342  0.08241572  0.0882965   0.03916238  0.00337564  0.2080364
  0.08339909 -0.18743752  0.09606552  0.15344833  0.02805398 -0.01676853
 -0.31488967  0.01006703  0.10678384 -0.19580437  0.2549795  -0.01794992
 -0.3287146  -0.03977337 -0.10189626  0.05302608 -0.33303767  0.05169341
 -0.23382375  0.07216656 -0.2433511   0.10306571 -0.4587794  -0.02517329
  0.1302409  -0.18641241 -0.09517004 -0.10672884 -0.12229236  0.25429836
 -0.14344795  0.11734121 -0.17875512  0.16520283 -0.1421858   0.06613228
  0.12862912  0.47011477 -0.10821024 -0.12391311 -0.06122642  0.25462946
 -0.16211513 -0.01609587  0.063495   -0.01026572  0.0119053   0.24347672
 -0.08111639  0.01700289 -0.34109503 -0.11936346 -0.28393146  0.03069396
 -0.12735894  0.28523657  0.11696929  0.03014761  0.21608692 -0.07300441
 -0.1660757   0.12963204  0.07602771 -0.24479887  0.12533809 -0.22242647
 -0.07169391  0.22527961 -0.07231233 -0.11146836 -0.1777388   0.02504372
 -0.08784553  0.51921546  0.45569965 -0.23468904 -0.13412726 -0.0384922
 -0.16416952 -0.05273492  0.06170775 -0.06758969 -0.22369494  0.20338006
 -0.09124947 -0.2776531   0.01257995 -0.07864371 -0.04713662  0.45109707
  0.21811076  0.09827872 -0.06318934 -0.24160588 -0.05158457 -0.00838401
  0.09424987 -0.49518445  0.15079193 -0.30035484 -0.10622064 -0.13198002
 -0.07470828 -0.18244402  0.10726359  0.15412918 -0.01090123 -0.21825516
  0.13064682 -0.29683042  0.30009645  0.03051696 -0.17806102 -0.19106756
  0.06126388  0.10369449  0.1502874   0.1384903   0.08000933 -0.00128395
  0.02684495 -0.11842202  0.03070781  0.30311644 -0.04138648  0.32227567
  0.3188556  -0.14440528  0.06197238 -0.13428123  0.27064317  0.09778003
 -0.2555834   0.11432024  0.26519513  0.02681922 -0.01473386  0.21419738
 -0.07561839 -0.04133468 -0.10478852 -0.08704618 -0.08928843  0.18051693
  0.0539538  -0.00053848  0.03332908 -0.18060312 -0.27026233 -0.08184899
  0.09898968  0.1514526  -0.15091886  0.02904479  0.10894698 -0.0153104
 -0.09665037  0.08263035 -0.31235835 -0.17989045  0.13298805 -0.22433695
  0.13668185 -0.0918702  -0.20796067  0.12783258 -0.03467453 -0.08282086
 -0.33700535 -0.21676227 -0.14655119  0.11315209  0.14692691 -0.0208684
 -0.2911419  -0.18751524 -0.11600949  0.1391573   0.1298722  -0.07042135
  0.05726537  0.00918221  0.10078393  0.05772061  0.14805137 -0.12214912
 -0.11492205 -0.04678908 -0.3206482   0.24880928  0.15336639 -0.30741367
  0.19365093  0.03137353 -0.32890773 -0.08555052  0.0588383  -0.09972928
 -0.14072594  0.3731471   0.13387096  0.14993475 -0.00483996  0.08692764
  0.358254    0.3894637  -0.32007313  0.12303369 -0.2235642  -0.18660128
  0.28702486 -0.2187766   0.1023926  -0.18274668 -0.10066888  0.2031077
  0.2948984  -0.07939053 -0.27594745 -0.05780658 -0.06669328 -0.27416605
 -0.00927506  0.04644142 -0.43961015 -0.052347   -0.02488851 -0.19801435
 -0.2921507   0.05776442  0.18228069  0.11263907 -0.20617007 -0.19066334
  0.02952955  0.20845917 -0.10116444 -0.1588236  -0.08336894  0.1152754
 -0.17798893 -0.21451522 -0.22134225 -0.20595984]",-26.011345,-6.6147466
back,3232,0.002890186332959839,8.434621777067157,4,RB,7,"{'JJ', 'NNP', 'NN', 'RB', 'VBP', 'VB', 'RP'}",0,back,back,back,0.0,0.0,"[-0.18705276 -0.06961621 -0.03726224  0.02260194  0.30600145  0.04863084
  0.03831589 -0.03330573 -0.15275423  0.10283354  0.03751963  0.20744549
  0.01670385 -0.16296808  0.0577781   0.04102547 -0.11134907 -0.23718216
 -0.18465327  0.24808812  0.31044436 -0.08972652 -0.1258926   0.01588237
  0.10152044  0.25298208  0.20257163 -0.02048649  0.06717689 -0.24520949
 -0.1482551   0.08020922 -0.25193647 -0.01896513 -0.06780701  0.23005472
  0.02177563  0.07535163  0.09237398  0.07727425 -0.16898257  0.29394722
 -0.06792081 -0.17711763  0.23870671 -0.160369   -0.17836414  0.17438099
  0.21884735 -0.39783296 -0.20366462  0.02629507 -0.14763923  0.11125182
  0.11549421 -0.01227643  0.24828833 -0.33946645 -0.28229576  0.03953997
 -0.01494065  0.16241176  0.03404579  0.00599757 -0.12534449  0.05476191
  0.1497345   0.26907822  0.07461946  0.0355318   0.18978423  0.23580453
 -0.00456821 -0.04432506 -0.09735461 -0.17376587  0.11457522  0.00844668
  0.16671297  0.30182675  0.04629604 -0.22696868  0.02735186  0.07248294
 -0.08139908  0.1261281   0.26699162  0.01291774 -0.00189309  0.23150322
  0.2877116  -0.2759234  -0.18089093 -0.15747157  0.00739642  0.03371638
  0.04064292 -0.13622683 -0.02460515  0.05362086  0.0015136   0.09785824
 -0.02225319  0.01953191  0.09518418  0.07381777  0.0712814   0.04141876
 -0.11300655 -0.04131639  0.02340947 -0.06628015 -0.10203005  0.10516379
  0.24520051 -0.08811978  0.09646539  0.06642336 -0.0254814   0.04023281
 -0.08840312 -0.14069009  0.38329515 -0.17747502 -0.15983373 -0.17896937
 -0.06493235 -0.03028222 -0.02898102  0.08145779  0.15326902 -0.2851948
  0.18946363 -0.1426746  -0.01552279 -0.08803685 -0.11004186 -0.03056421
  0.18279043 -0.11137191 -0.06355065 -0.03227571 -0.0895833  -0.01065236
 -0.28395355 -0.0053533  -0.04777049  0.04730254 -0.08802318 -0.20816326
  0.29416677 -0.08111493 -0.3365357   0.06949463  0.01642367  0.21200228
 -0.09636539 -0.02762193  0.18010819 -0.13215193 -0.2107222  -0.19033231
 -0.18478069 -0.09516157  0.00468183  0.09057602 -0.12071844 -0.03935425
  0.12476285  0.09315421 -0.26463413 -0.27908507 -0.00417768  0.13705318
 -0.03550149 -0.03085045  0.13090819 -0.09019201 -0.02950278 -0.27795723
 -0.01546136  0.13856408  0.06059634 -0.14184904  0.31851703 -0.33026177
 -0.13973027 -0.06909931 -0.1832473   0.05169427  0.07343461  0.3275406
 -0.10746355  0.06880634  0.20723309  0.20920673 -0.21387015 -0.3082994
 -0.0244778  -0.02178618  0.05841408 -0.04703582 -0.03180663  0.20601776
 -0.04627067  0.05743935 -0.1824906  -0.24389757 -0.1741818  -0.13959341
  0.09626033  0.19652463 -0.08395986  0.4517777  -0.16164343 -0.03425435
  0.24196705  0.04138241 -0.1340306   0.14103615 -0.12773769  0.19843298
  0.04677357 -0.13817558 -0.18549803 -0.01050353  0.11801095 -0.11381276
  0.03754122  0.00618565  0.1431636  -0.05550682  0.01102871 -0.13614833
 -0.03533981 -0.06995867 -0.04358563  0.36497217 -0.13880482 -0.26579857
 -0.26665422  0.13319309  0.18785988  0.35803294 -0.00142967  0.18155667
 -0.0411919   0.18867883 -0.08288258 -0.10811137 -0.00621765  0.07927974
 -0.13312086 -0.2247777  -0.20928474 -0.16333556]",-22.150835,-41.711914
