term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
obviously,-0.0030178866291011965,0.03439505925083703,-0.0033487557161332336,0.0018062845443359726,-0.00036861278945117727,-0.0009283884757064084,-0.005117808679569856,-0.00230125079041943,0.00811501903982086,0.0013747858833189877
laughter,-0.007816947457715993,0.02271128231896018,0.0015384339006720368,-0.0063623567867952925,0.02412604121638394,-0.006499718583592293,0.0006112003842730267,-0.003509174047302354,0.026425248380359607,-0.023619054566147317
today,-0.013134028671659461,0.049490795866895136,-0.03975042871460067,-0.013119513834501375,0.017777020208681882,-0.02931075754419791,0.03520824795479798,0.016829106733318413,0.0025470338174015577,0.006899157497746836
showed,0.0043019508426103675,0.006210678324958247,0.016455348111634155,-0.017576142288735233,-0.019638034187318184,0.009213811888067523,-0.018927571480689125,-0.011326804751496644,0.006975397319160282,0.011660549424499402
gleaming,0.001305872297593416,-0.01587257189782299,0.003565635910586689,0.007581372605753696,0.02911582568782759,0.012273892272319632,0.00294112086178838,-0.011578331477332822,0.007905078734463786,-0.050455891741643284
familiar,0.02103906717134497,-0.007239113347124928,-0.0004245745654479809,0.019968764418794728,0.016452687972733384,0.016093181890537513,-0.02750587058742625,-0.017581400018757982,-0.022592453249321975,-0.02776009741194121
learned,0.009057909938884558,6.287882588321277e-05,-0.008974457497503306,0.0004837794121889447,0.004785070591257834,0.006960991058608269,-0.011410027872700247,-0.030991721484295083,-0.005333141676514913,0.005071759434098448
rising,0.01845370262502103,-0.005742129051707589,0.010241303944668542,-0.00593468333684541,0.002824033910876494,0.003377641647075949,-0.00972045956287776,0.0022989153596412746,-0.04925763780935148,0.004726080818591765
coldly,0.0007326154233531282,0.01904338632543219,-0.014621747313791142,-0.01937498295110578,0.014506838416056052,-0.004734086744370023,-0.015466381270003974,-0.002449828921900758,-0.009416492544971273,-0.014077152740154746
corridors,-0.029306729041667697,0.03497881048820822,0.017512471022337436,-0.011357418648399096,0.0607747202287691,-0.004467543962442632,-0.037302470086638506,-0.015000057067296143,0.027456431593585195,0.018989139564934948
warning,0.0038545661959442953,0.0014344341060666412,-0.0026689187215978554,-0.004228585932906156,0.004081041835996461,0.0058588539001664785,0.004119232955643209,0.008963357740390664,-0.009477354232843304,-0.009601634924130915
die,0.02691508110025236,-0.06397649796450636,0.05921389431002993,-0.035049123703361315,0.0038477842304189998,-0.0015206471040223107,-0.011194824815448713,-0.0014142882221850944,0.038585954008462604,0.0011000105712092832
color,0.01588500231641535,-0.014626313800888465,-0.02347320836812164,0.002304005328752109,0.009084996049613062,-0.00961275400774074,0.01482694346626733,-0.010273454446155256,-0.0023732808711001826,0.00048470480804395366
knowing,0.02425707535205613,-0.017090348819521164,0.01745176469864831,0.00757842506907418,-0.0010489285982223674,-0.030644118713275006,-0.01153695994400259,0.01543543625722553,0.0019043607797444844,-0.02147595678891457
shining,0.00868313287109328,-0.013587753009412682,0.02474300797527262,-0.007470516096058759,0.030440006328180974,-0.005900062028929812,-0.003119660029040293,0.02488086318362289,-0.008357177260126036,-0.026568974136646002
master,0.10721415436276863,-0.11725501160877595,0.05371122319243785,-0.13076270301680196,-0.11596164414032151,-0.04802075800195102,-0.12477943933561224,0.07463214764562841,0.21679951597103927,0.2866982171609807
wing,-0.03797936488124192,0.018278179709767337,0.036634700151254626,0.00038470276571148055,0.031091348225549507,-0.006793770473708503,-0.05789847184819252,0.03302702907546711,0.030847242523668737,0.041205465558795666
witches,0.022159427199003896,0.006831046799462659,-0.028043013251945904,0.011740820778210872,0.03668790869356562,0.013739367493890134,-0.026578130087014554,0.005943759425672172,0.006001930980160129,-0.004181070650328571
careful,0.002345350226462242,0.010065061340882892,-0.017477249401422215,-0.010150827864245643,0.017421762626105754,0.01619862821809408,-0.006339804091003858,-0.01575097701305786,-0.0019255315075082072,-0.024295710572815914
minute,-0.006153480000559378,0.011998105385625586,-0.007284055818919718,0.009266010797584203,-0.010929844944581376,0.006704190358479077,0.017947589890855563,0.00385891349621998,-0.007147157208882452,0.0008079375902128212
immediately,-0.0012695657032259387,0.02110082648506417,0.0006831781034982352,-0.00026053386410217574,0.008460812306959914,-0.014484780757777907,-0.010069589421548968,-0.006039974601417354,0.004808826012450468,0.004386257353148253
climbed,-0.02721942674976274,0.008652531706085815,0.008237044035036695,0.02364644432918388,0.02065810370616731,-0.001806889116681256,0.018606385463721772,-4.7377077494090115e-05,-0.007186885265360239,0.007617115164679078
slid,0.01828530249361564,-0.008553494575791383,-0.0020982961348070795,0.01615355321214763,0.04504197236349742,0.03707249527750313,0.001990752741010839,0.00596983543215115,-0.014945657101755916,-0.023307845943843424
furiously,-0.011572833705182677,0.016120723454587024,0.0026583867049389935,0.01967368472420756,-0.006734013218705639,-0.02337800592988022,0.006704934665108713,0.03807197578338591,-0.0039839132158650216,-0.013313046928050772
week,-0.019566911104148002,0.03678263370730712,-0.043920709669244454,0.016341472426062067,-0.01971328490816427,-0.04420776699719206,0.010450244088671916,0.016014853837825825,0.021789675650799246,-0.004688973512274916
throat,0.013094705296603427,-0.010468698469556843,0.013417853166042416,0.009395785239757745,0.013609898038020742,0.009797888824499248,-0.024375260813212007,0.0037284005436841717,-0.021493778230243375,-0.0005426110365919206
actually,0.01691498932132434,0.017940997900039314,-0.026849887045950226,-0.002693017874587257,-0.003103198725565475,-0.01478327484117056,-0.03460845208567818,-0.05104757309714942,0.02363819381816023,-0.006071478261074223
truth,0.01642142233044994,-0.010565599014869479,-0.016212387980799728,-0.03327227436927154,-0.005866325971344087,-0.03347064677414376,-0.06845567855756993,-0.026802886280550543,0.013965650137073057,0.019782491640868167
owl,-0.022623383042203262,0.029643939178414652,-0.14658831145775242,0.08284871872487529,-0.024560806557419015,0.0036176529693188932,0.048535983460883454,0.12538268425571147,-0.0102430433334317,-0.05439157219662083
teacher,-0.02923009649387307,0.06012210648481032,0.0006244716326484805,-0.02364845710971025,0.06383736633757607,0.007178974769511831,-0.022759361078470097,0.017405027838764176,0.03158213178921244,0.035361224941049034
alive,0.030321683193873832,-0.0359734042996149,0.005871627540771153,-0.024771428400305145,-0.006967298740523037,-0.03260844903909922,-0.03173227014431375,0.003101846833686866,0.027635588818347642,0.006137651382025439
working,-0.012372826782804477,0.020542668493515354,-0.01683470499656524,-0.017888775175561002,-0.018612594119713288,-0.028043912993540396,-0.007466467176586492,-0.005054520043559826,0.0017455580903034352,-0.01738882721751198
stepped,0.0024460415840151643,-0.011264188177602861,0.008759776872511964,-0.004273076073723981,0.024399039702152747,0.020250185840750234,0.015708966062090223,0.003560699920678897,-0.015391428276859862,-0.001624828756765926
catch,-0.02611454886268248,0.029417396548244733,0.04094936240254967,0.040617515242581184,-0.013884827177390506,-0.012729863125470193,-0.010794084250794398,0.01313300577830077,0.009703855953743803,-0.00654188636371743
questions,0.002736549340696328,0.006951604100004678,-0.03441923028320137,-0.021580568559948807,-0.013630974096625486,-0.03441964447040389,0.01560327034568318,0.001647141962344458,0.024884664424171844,-0.0013053256803606857
bound,0.012041597610718153,-0.012677682965954269,0.01027731677590043,2.418303437475008e-05,0.009188119768006762,-0.005280703696612553,-0.0032584950720911704,0.01625820876854538,-0.03487119077925033,0.02646186324228353
wind,0.01348289993758977,0.02283173890775833,0.024584707192181348,0.04612176706970341,-0.025906475325068026,-0.02155134609711799,0.0034578439852445382,0.02161666542111011,-0.004013588696439915,-0.0013728679999692292
missing,0.0037401917927684485,-0.012808945035686282,0.0030119013036899595,0.009146224871175328,0.00979245033320819,-0.018828131565454948,0.019514704121258927,0.003210519093532264,0.008602170209260341,0.00809620532492329
sounds,-0.005604121777245932,0.00349897106952579,0.005051816945900967,-0.01757722631158581,0.0014201308735068776,-0.009918618443118562,0.009222944038979712,0.012229693417439663,0.009140635008002603,-0.03791362803646392
relief,-0.006417620406061788,0.006066745341201566,-0.004386707048734028,0.017859002916946993,0.013577892691674365,-0.005531547564897877,-0.005197789970401344,-0.023006016250971418,0.004213650370135776,-0.018678765603494157
seriously,-0.00698545365064621,0.039386920933262626,-0.012813965103065731,0.018422204063330144,0.013984956427658858,-0.0037662293221532492,-0.01237129332443625,-0.008289777836869744,-0.00393670060410768,-0.01694325392311046
grip,0.011465521144294258,-0.005711399365726219,0.02210127377395782,0.011272419640035536,0.0028707651241887643,-0.0038621451750829898,-0.002741245887776344,0.008801792981193003,-0.04047497269916899,-0.01283420025927442
business,-0.004879908310342056,0.008392144038215619,-0.024065194937774075,-0.012053760381104377,0.0018697868046931908,-0.008558041168554577,-0.019694866631444995,-0.01879933456174416,0.008834854630786466,0.01094686258442792
favorite,0.012267218227174963,0.012495833046294159,-0.03437746462796106,0.003351713913836574,-0.001688905833879297,0.02206813979345437,0.013798881886725218,0.005422583091958747,0.015452752730851182,0.007035042129645621
ill,5.0779274579457325e-05,-0.008954271797331947,0.002289734173838309,-0.004111176741135085,-0.0016493622974016328,-0.012094265044007714,-0.043598147874053104,0.03504003509329034,0.010767400233316293,0.029657739008071775
smell,-0.0011601565578963336,0.002137351060402754,0.011684468360098952,0.0060719713722309126,-0.0005446741708210529,-0.00015572130685503405,0.01840376039972064,0.010930259369510635,0.0016760448344253487,0.029906218995857346
plan,0.05044591820086864,-0.05464128840817668,0.020001454047052742,-0.014344360563690844,-0.006149136841162546,-0.05559564260358117,-0.04779718856396481,-0.04287667347566743,-0.0013289329685535873,0.0312497137394488
suggested,-0.003255616789042993,0.0070415174615553475,0.002489423630982725,-0.008845921652521956,-0.0008100215306524052,-0.009097843656189835,-0.0028973967701214466,0.0020708246262201185,0.005934855487461,-0.014891882907124706
spell,0.025933869845615118,-0.029476295545623848,0.05770351020989348,0.01674929030468934,0.015306995428041488,-0.04239725176848828,0.029910782911661278,-0.04601068748960141,-0.05321001343812266,-0.009183301387496203
waited,0.001331453760518394,0.00029738344474594284,0.018837528354953947,-0.007288513926599596,0.00284078321151045,-0.012651810020595212,-0.014158529304059244,-0.007017125623642085,0.013129543494104825,0.0020108317247307756
anymore,0.0047933730924347,-0.009590560461552091,0.000949035108588087,-0.017075262253664052,-0.005970931907332556,-0.0012541294308357968,-0.03023844356065977,-0.007518864359715535,0.011528791274849369,-0.005445904427060327
tonight,0.01131404528030352,-0.029295286860177936,0.03473575124680843,-0.017332824963423834,-0.010078764347788982,-0.01199755028218561,-0.046237814967961005,0.008702096088681154,-0.015097011797657154,0.007763391819761581
girl,-0.0022841480838510213,0.016504195064268062,0.005848720432813865,-0.04261188255355851,0.049098226460949246,0.04964783326541722,-0.04537693897051782,-0.04482299536969421,0.006966376791072293,-0.052762039266506924
edge,-0.003752951936179584,-0.015347487892344133,0.022656015322257243,-0.0068416199371203095,0.006303528310786023,-0.022423274215800332,0.006050474929029457,0.0031757251939307693,-0.021833574428201906,-0.053921230189805144
change,0.01826864606090529,0.0017770940139507265,-0.019165253410798867,0.018599744844124435,-0.017781869395011002,-0.010685403947863065,-0.021793427591465495,-0.027032316628419137,-0.0022212173662925242,-0.0020074614157127024
hole,-0.018364041310095645,0.01626970953010891,0.03777302471726347,0.012406374756490883,0.0049409189756451375,-0.022405447282721012,-0.012667989508077957,-0.024369901651659327,-0.0035848137370789648,0.01191225515903276
terrible,0.0061257379766192725,-0.022015729676470638,0.025575149177032033,-0.030334869304254546,-0.023363583243292525,-0.0035812724244304235,-0.045059440708716335,0.0050457014147475086,0.034052932607677555,-0.001077260795176067
merely,0.011155981867263088,0.004566141100570975,0.009761154943208634,-0.03893627952917331,-0.0027960757099748123,0.009354022991911229,-0.032616485921432285,-0.010138119213992115,0.004217001957216311,-0.023051566345830332
tree,-0.010652498642301613,-0.0668151542155187,0.042729013264713164,0.01557995520682095,0.03579060561201707,-0.0066229216718269495,-0.015136335968372638,0.0625175015413224,0.005150431413326031,-0.13683403433881744
glance,-0.004141107451511621,-0.003404223300570062,-0.002587712891182018,-0.01479145652275695,0.004885567972969539,-0.007058153163902845,0.006170300764988077,-0.006545929023243608,-0.003198209079485797,-0.019213867828303137
trunk,0.021702303723046063,-0.010281271276245323,-0.14356387114802496,0.12275684667975031,0.07107615406659734,0.15029663354732012,0.03137304992579934,0.022792757852149848,0.06512896237914736,-0.01122497961446682
everywhere,-0.0030238372209095915,-0.004836393037520579,0.009579825539918034,0.0019704983586766975,0.019658549123250286,0.009477647453309528,2.051125277029625e-05,-0.0013100925021341928,0.028524848203623734,-0.008411261024477961
yeh,-0.5168667459703645,-0.28929151144475185,-0.07149705665435666,-0.10057527701385306,-0.05888612488679766,0.022948194456376136,0.0357901300712998,-0.012561432287729608,0.036768687200641456,0.030581116848731327
deeply,-0.011161022526456036,0.010346745234582871,-0.0111351491251896,-0.035632066045835804,-0.011112969080256394,-0.009633299736466094,-0.022884080379479022,-0.011530868005627281,0.00926845620264509,-0.00844155807639204
interested,0.0009499029557008018,0.021596605702867724,-0.0028173183301465374,-0.01351250684819904,0.024681740368818553,0.011885407902443869,-0.03487886637252199,-0.011646932992632333,0.011764308652099455,0.022294661566981677
excitedly,-0.008020774913465619,0.034800913261200536,-0.000913619158560849,0.010934673917455454,0.004478115868437072,0.00206064807764126,0.006445497320574972,0.008062863097968673,-0.027344357920025993,0.003741499415225058
student,-0.02331427768373585,0.02705661226171444,0.006811642469980274,-0.023951344998262288,0.028390916794272133,0.004991736208432228,-0.011219068957458814,-0.006788279089939134,-0.0006364190522557339,-0.009308889536636847
pause,0.0014898871574438016,0.012204906218237208,0.004759176883469712,-0.020525143226507333,0.003945697574220701,-0.04302778902213015,-0.030435301594191555,-0.01940843765806936,0.026634273428306807,-0.0024943415510464036
impression,0.003966343776053198,0.011441462778345398,-0.01630393793235801,-0.008413929463784204,0.024264163721281904,-0.005660123405060921,-0.03771389092249852,-0.019837793874276713,-0.01453346476968945,-0.01271599386953216
hide,0.007100723120838198,-0.009232235799677793,-0.0031976607807990666,-0.006727175552217358,-0.0019801510150620084,-0.007253087689780696,-0.007758690767752366,-0.04522690332319837,-0.0006998462356753797,-0.009101111642029982
danger,0.02672246788706146,-0.02002676951200991,0.010724524474640902,-0.01663618136382866,0.008945245524586738,0.005160548167748204,-0.016498781909421542,-0.014401453690915642,0.01649885350261084,-0.005774638536821464
stunned,0.0027400937830526907,-0.003124334819776343,0.014140086036835526,4.273716533554938e-05,0.010570292374402677,-0.00620488010187327,-0.027221184921150388,-0.006403874242538046,0.007183366223775948,0.004448512910812483
wooden,0.0017752191782159407,0.001644573148347487,-0.01353693955720615,-0.006402781481787402,0.0023153099935665417,-0.008741389930510886,0.010235902207726633,0.0026888473020753832,-0.011524370587044384,0.015612533752643345
anxiously,-0.019108784270430668,0.029925914795826132,-0.005530398262329745,0.0155641875090414,0.009549025405696203,0.013943454408367698,-0.004905183453195506,-0.008195710221216181,0.004067495358121277,-0.020779800930937054
grabbed,-0.006429183586681852,0.0008342008417051622,0.03247059283430262,0.023312166081661752,0.016828461211854606,-0.004673555259381691,0.03091269095272687,0.02506604449678048,-0.023189036787237664,-0.008228912178934662
paper,0.01332875420671676,0.03273386526208393,-0.05571691960696902,0.002695110135740642,-0.010949206290362064,-0.039090027642751234,0.03405306119804151,0.026150872629474717,-0.009562717463176943,-0.02080769327071169
fly,-0.01077639174132493,0.014453086021050176,0.022271911365654797,0.0641891884140262,-0.004820760513585897,-0.011698106936338581,0.011245226957409683,-0.01867547729010108,-0.008760548542294995,-0.04357061366382883
brother,0.0279763486134892,-0.052164170293275185,-0.05522346604835335,0.04609101358173604,-0.039718087019587484,0.03983178795622397,-0.08379798210437076,-0.04432805607710254,-0.012938363971987922,0.12100010729048882
afraid,0.007177510855508711,0.006834612477927418,0.001192929422240081,-0.021236330434299924,-0.004306154193905091,-0.02355272018666545,-0.03881670301410928,0.011050511818653847,0.007997782393718678,-0.010044768631258697
aside,0.026531630810027927,-0.02560436822947674,0.026372884555911184,0.008855811363642134,0.00653805925422208,-0.00883586966328609,0.02215312646367978,0.009666951644175123,-0.011923956656404047,-0.008572869240171354
remained,0.0219487610299474,-0.019327838977290953,0.0021600260956452294,-0.02606737907820464,0.008923828313355725,-0.009357089157863834,-0.038390002717558804,-0.030853659080263603,0.006157700370534554,-0.005608634690583228
glass,0.03738290099903588,-0.008718348047563293,-0.006368391393375064,-0.0018140705241863314,0.0015806843007851565,0.005288342582892875,0.0363538162249229,-0.004993420192392799,0.02529566579929632,-0.0003744598459181972
joined,0.004256916479436586,0.01432888407334619,-0.0021948813871167762,-0.002640998889732802,0.024156378322770514,-0.007052177595007305,-0.028880287987769492,-0.02480714925618836,0.004616506133378205,0.03179070907072902
hundred,-0.028631558290597214,0.031102734824594223,0.03062571820357414,0.030879959333126716,-0.02139966739669384,0.004856958595622107,-0.0072393697914967725,-0.021416812968953005,0.032488427774492436,-0.002651776400247446
knocked,-0.011246422812073229,0.007790449752528053,0.014519021992452735,0.00851033929073581,-0.009998918118724732,0.007856701200117095,0.008561670871334172,-0.006084523907176232,-0.0030557847125983815,-0.0023549526665583766
opposite,0.01260887609925886,0.013202067572572211,0.014921779332184661,0.005243143776752617,0.006798373715818814,-0.0036563084326257937,-0.008726087950818329,0.0018645575611646959,-0.00898098359831204,-0.016416521133378218
difficult,-0.012899747506160018,0.027547424171917627,-0.008104081380226969,-0.015101157465837638,0.0016250542406349017,-0.02306660374276012,0.0020167261904183538,-0.03677518611837173,-0.0030383804312346095,-0.020126647314444007
form,0.01982602350029795,0.0172749062647809,-0.010384041993091377,0.008581189798082367,-0.013656214841520303,-0.020738604026739927,-0.006000209081009926,0.03636948353206647,0.0024671830921706344,0.02216221969068818
calmly,0.014029821680715903,-0.0035429303257085236,-0.007627704543819002,-0.021747977663087503,0.01260395001816587,-0.005241445568842011,-0.03239940491146884,0.04435574644297184,-0.0009855029486416432,-0.012017941908548739
lake,-0.012630785010697292,-0.030088983111227832,0.045093643037938454,-0.03036172086208588,0.06748585439810081,0.08589489933600593,0.02978395737499154,-0.0038722927427094775,-0.15423411997571734,-0.015273237196237556
lucky,-0.016301043511365406,0.024623686427354997,0.02047118137283334,0.026305278364088698,-0.02223292025785065,-0.03879065063672215,0.0074872065217855424,0.006610116301764889,-0.015393951775788674,0.012826016357318544
tone,0.01865670459521706,0.0058129052142068555,-0.012649583775116576,-0.02893332499044802,0.001688484367517339,-0.017094105752722206,-0.008649303878991668,-0.029947086737273015,0.013672071383875193,-0.003183593196455932
sighed,-0.014983442988749724,9.196895189647562e-05,-0.019959250490092426,-0.021619598067242177,-0.006378275348336723,-0.02548793739546273,-0.028357518294915826,-0.016939157870883105,0.0010105246961936488,-0.007157175463283408
headed,-0.019479003294515906,0.010044952564067594,-0.0039836138644413575,0.01564473336501331,0.0006920774246927316,-0.020698610923099624,-0.015585172387123602,0.00647996537621841,-0.006995516959426162,-0.00663173135311066
escape,0.02423225204026027,-0.022735683049815502,-0.008748905594629128,0.0017964273471771219,-0.010595013681574346,-0.02071063518046371,-0.026851989975084808,0.02420871708220264,-0.0013282329736963104,0.01564487537132542
burning,0.02078813401156409,-0.014820020580721712,0.0038461718882589753,-0.007867754600762025,0.01643693777614321,-0.013774939991484016,0.021587000747430696,0.003400854143243571,-0.036412435981909096,-0.0022127687190089647
cool,0.006929692255445379,0.0060798515393240575,-0.0070967760318296404,0.0012706968603524876,0.02253483566832569,-0.009233022826809932,0.00672414689872987,-0.02674998138529283,-0.023829233448054283,-0.034362420838211706
kitchen,0.11360304256377585,-0.00698714336192977,-0.25966440798977236,0.12906910276743191,-0.16581666442772047,-0.02405018857167558,0.1667741524628948,0.035713359069819935,0.02295480607536471,0.059384655907046696
homework,-0.038601607577046594,0.08033268966824379,-0.005775769349803475,-0.025913763755162557,0.03238574486442534,-0.08568370686649357,0.03537647368328311,0.006773326454736181,-0.0036338986956216067,-0.027431446402830267
trees,-0.03113951849557494,-0.08952564249832004,0.07618758848943331,-0.013917316289294069,0.026838960542612852,-0.030483695648940958,0.026070227238100343,0.02514104087658569,0.02337535288197945,-0.3225501352936675
mistake,0.002698996608014574,-0.0031311394027921384,0.0008834581848558012,-0.0012071178805548276,0.0012296917611269082,-0.019887909951165048,-0.010981535601174694,0.0018368770561548056,-0.014347389636406235,0.021067773997633592
shortly,-0.0024516526121935163,0.0033756381603867913,-0.03365144397401531,-0.014615409206234178,0.0013981436336016932,-0.02603831690575625,-0.03994312392794059,0.02904546439982661,-0.003071977863670935,0.0032558763769233476
shouting,-0.00027722202974155664,0.01593693310125804,0.030430665209287472,-0.0042579311544719434,-0.01683082041820244,-0.003932065388332213,-0.00508420797474219,-0.015986701401870803,-0.014964014292936485,0.002530335333771701
bell,-0.03171070976818696,0.061529921919546794,0.041577118427566326,0.014263633809491772,0.016294075266006593,-0.07163821097411309,0.00645762289023219,-0.024321815617693553,-0.02233597511061834,-0.005333097042064316
agreed,0.0032827946602377186,-0.012240399128194482,-0.011456881522954375,-0.0005934980195947272,-0.0024679312472525683,-0.01586859329560393,-0.014611619852266049,-0.04828196172477714,0.004119759805096225,0.012163956239788935
rang,-0.00900370700067201,0.027826087565640038,-0.0030839083032764615,-0.017738258960732063,0.014583265211577453,-0.019750924378353307,0.033186935088870245,0.040033545024238414,0.008960937276454504,-0.00042449506897386177
points,-0.062322645257988134,0.08701516618912221,0.10750313579033169,0.03155677108484733,-0.01681193749829438,-0.023938165334527715,0.010774771239708844,0.012358960281909656,0.039393428999755765,-0.017020538372054576
meanwhile,0.0009234062262313928,0.007978710089022336,0.007414250527276459,0.0025202562921451893,-0.0022988574182175353,-0.009078551505428172,-0.011289175582755873,-0.034451445453359514,0.020878121197635827,-0.008732103132170134
act,0.018598192051124455,-0.011454735806909009,0.004878773337287922,-0.029189959350333177,0.009974328674722536,-0.012585593289797544,-0.035712118298108095,-0.01563524995550429,-0.0015753711413317075,0.01764049259758079
walk,-0.004594338092556634,0.00043993367598841676,0.007620097356383386,0.008292627615917274,0.012529704279410851,0.017200887897658904,-0.006339695390274192,0.004445457764154217,-0.016416859455518885,-0.04430922956805432
halfway,-0.0016524531472995657,0.018797470292918173,0.008183443769448658,0.002390210717168043,0.023597852535039893,-0.007375279522558279,0.008059136107406878,-0.003960487156526992,-0.0018994132561955836,-0.0061107231399609736
witch,0.02296616972508046,0.0037264752476654176,-0.0735619125682458,0.012092163996077553,0.042251237445551745,0.01228624424855257,-0.05917310556535462,0.055621491679632526,-0.031242059773383415,-0.042916085372493196
tears,-0.007015112775145098,-0.018438091823940676,0.014214380908127024,-0.03464281600013596,-0.026928513296092107,-0.019093148123617353,-0.03708895931600795,-0.0103288230565164,0.0445396379073754,0.018082713645839257
lit,0.013036740889342157,-0.005890293023982205,0.020671992611579388,0.0027932116015563914,0.010715545005492383,0.011926917089751783,0.02191339880491503,-0.012016462840312114,-0.0006071410136069904,-0.0049402174799817915
view,0.003661743435563958,-0.00013594449414019367,0.00164851720339306,0.009152257266453606,0.002983334473281376,-0.002344172857572051,-0.0031319922103782713,-0.012463558216257772,-0.007441824194285542,-0.01625624326266937
wondering,0.003792852429052484,0.01596877265464395,-0.008480376992019804,-0.003106352988758915,0.00011924955737784923,-0.018211812368224337,-0.003818401155442358,-0.011537199122894493,0.0036768753128030643,0.007827856973375761
forehead,0.013571076194615806,-0.009735769273512749,-0.014069706480556424,0.008190028077538348,-0.0020226765457782066,-0.01749877051182459,0.008224421628053381,0.0016115070125533471,0.0022975954996868335,-0.005874002643235218
shock,0.019992171865391657,-0.01008445051966391,0.01121770564230757,-0.008709179322561465,0.006633708108480376,-0.0048887955546313795,-0.0007636625384599144,-0.020668013956438434,-0.005524240167722978,0.02429671061352245
worried,-0.019060558908719702,0.004975031948043189,-0.025586048749444024,0.009837125446235726,-0.005429517623362443,-0.00560363400868222,0.0075656844930315536,0.010403586164016586,-0.00016546540890136551,-0.01952645411186654
worry,-0.01513326056356413,0.00930594521702298,-0.020566500610577933,0.0076112576844817375,0.019297155762144552,0.013163602880508518,0.008059884544605449,0.011657011548521657,-0.01079711784248051,-0.015652098119112594
book,-0.003469532795683951,0.09158653668260523,-0.04296958108249789,-0.022500505156507884,-0.074392414571144,-0.06743614133828972,0.02102786063204053,-0.14804497656161622,0.029986391880950328,-0.041060401455067466
crowd,-0.035526123728122805,0.06430403190826284,0.09561127872733245,0.07711923962139394,0.01817801801875475,0.05697077283226896,-0.019844471517918204,-0.05540155709198802,0.014870255721352973,-0.03538475774441676
ahead,-0.005195521868317911,-0.02498769263206472,0.07124294008764434,0.023897875747768815,0.011569331984812005,0.012975840822032104,0.002902208917387665,-0.02980744820453401,-0.0292887497287234,-0.0415981851201006
wants,-0.013864274030405964,0.0036522236097841295,-0.01471898905925204,-0.009207883846821481,0.009513074672347478,-0.001420249054525202,-0.012761091845830347,0.009254190811041677,0.005410759541761606,0.0025043931861830166
panting,0.017519435298995065,-0.02184439765661058,0.029586425539425126,0.01001754538016129,0.011426643488040726,-0.005818547873011149,0.01667664333653743,-0.004914085670637515,-0.028101145298707653,0.0024970514117506233
sped,-0.002547286885912,0.002280508592964319,0.046260442150231354,0.03896630579645452,-0.0008536683877266355,0.008069134170198312,0.0050339445823949615,-0.023342519983244103,0.0005699731913472074,-0.015070855237111047
slammed,0.010809766015647329,-0.004170480981245689,-0.004746023952726179,0.03431677841070762,-0.009476979047879109,0.008035654377428704,0.020043489708525916,-0.0006743170050356602,-0.015074785539123645,0.019238848208627434
ignored,-0.007175533570536659,0.018066830954898885,-0.019234807828050534,0.00038440421149373846,-0.006166395150217704,-0.023285244424056988,-0.008215571644662382,0.003668230824380344,0.008749162481004533,0.004748692602899784
fury,0.015737122190172804,-0.01429677187128589,0.022898549195121094,0.0063496504432615794,0.007002079022235888,-0.02569004128143198,-0.012223845560153894,-0.008928234863349965,-0.009110857417169722,0.012604012454065002
save,0.013545410317115434,-0.007591940162320693,0.056680750679081335,0.014584273785770499,-0.015632387925686785,-0.016066941419268895,-0.04278915109507758,-0.007744061568008191,0.04543032538147062,0.010794307680054585
drop,-0.004526741562665047,0.004047706467430377,0.0017548710508807001,-0.0020106852891276536,0.009012655119445285,-0.011329156333276462,0.016589901971592907,-0.021515626733986316,-0.01560008918659854,0.0052265179165602756
tables,-0.012809150432938468,0.033400397274468065,0.001800424326871406,-0.013600308464002286,0.05041810627916501,0.016259068260143415,0.0008140695247818653,-0.04517762265794778,0.004786960073399577,0.013173206578991452
dragged,0.021198187352632902,-0.023804953468845248,0.028690216115915816,0.011337569808680956,0.008949409711353355,-0.013240270278376735,0.008903582568110068,-0.00915327232418493,-0.012317028941575084,-0.011191138853621337
gaze,0.017452976106094628,-0.00762779353419426,-0.006439040000047535,-0.010823728821395807,0.00730870916718547,-0.008177518279770065,-0.014297343623412359,-0.009297734285222396,0.005166193382307036,-0.0051933038016570565
downstairs,0.028159589790288375,0.004462704624842996,-0.054494467735461675,0.015257567886335182,-0.03432250052242951,-0.002867264685534455,0.022811623273559952,0.00179726724351042,-0.0026451995123231093,0.040668665809543814
eat,-0.020852136222443272,0.02021341802510628,-0.02700271449790804,0.04164251206082029,0.011804707844211938,0.015521852692201762,0.011180096221936386,-0.017523392127074888,0.0051035350997594466,0.02194376685122199
human,0.0021611247126722905,-0.02921010154858161,0.02196860356079616,-0.03382707195462206,-0.014388425822665075,-0.008405176492922746,-0.015026782542151344,-0.003232709456814131,-0.00765195610213831,-0.04752520488771398
age,0.020469562922162975,-0.003705826938691064,-0.03389833728117486,-0.019953165629291336,0.0032884991214296856,-0.005502557490026405,-0.018574885753587348,-0.03778843228852086,-0.004283784927488529,0.030620137105290133
glittering,0.008833819764871294,-0.007085790272238369,0.021917989641689926,-0.011127312548692434,-0.0031526470079193507,0.013215119432767625,0.0007839976858751541,-0.005227087172558793,-0.0022195666504153597,-0.012642363363529308
